ip,port,err,checkurl,g_idx
160.19.232.85,3128,Server disconnected,https://www.whatismyip.com.tw/tw/,13
160.19.232.85,3128,asyncio.exceptions.TimeoutError,https://www.myip.com/,13
160.19.232.85,3128,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,13
160.19.232.85,3128,"status=200, or ip not show in checkurl",https://httpbin.org/ip,13
160.19.232.85,3128,"status=200, or ip not show in checkurl",http://210.240.175.62/NTIIS/IP_test.asp,13
160.19.232.85,3128,"status=200, or ip not show in checkurl",https://www.rus.net.tw/myip.php,13
160.19.232.85,3128,"status=403, or ip not show in checkurl",https://www.whatismyip.com/,13
163.53.209.7,6666,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,14
163.53.209.7,6666,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,14
163.53.209.7,6666,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,14
163.53.209.7,6666,asyncio.exceptions.TimeoutError,https://www.myip.com/,14
163.53.209.7,6666,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,14
163.53.209.7,6666,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,14
163.53.209.7,6666,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,14
169.57.1.85,80,"403, message='Forbidden', url=URL('http://169.57.1.85:80')",https://www.rus.net.tw/myip.php,15
169.57.1.85,80,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,15
169.57.1.85,80,"status=200, or ip not show in checkurl",https://whatismyipaddress.com/zh-cn/index,15
169.57.1.85,80,"status=200, or ip not show in checkurl",https://www.whatismyip.com/,15
169.57.1.85,80,"status=200, or ip not show in checkurl",https://www.myip.com/,15
169.57.1.85,80,"status=200, or ip not show in checkurl",https://httpbin.org/ip,15
169.57.1.85,80,"status=403, or ip not show in checkurl",http://210.240.175.62/NTIIS/IP_test.asp,15
177.139.176.242,65301,Server disconnected,https://www.whatismyip.com.tw/tw/,16
177.139.176.242,65301,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,16
177.139.176.242,65301,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,16
177.139.176.242,65301,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,16
177.139.176.242,65301,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,16
177.139.176.242,65301,asyncio.exceptions.TimeoutError,https://www.myip.com/,16
177.139.176.242,65301,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,16
177.223.58.68,54579,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,17
177.223.58.68,54579,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,17
177.223.58.68,54579,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,17
177.223.58.68,54579,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,17
177.223.58.68,54579,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,17
177.223.58.68,54579,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,17
177.223.58.68,54579,"status=403, or ip not show in checkurl",https://www.myip.com/,17
178.47.139.151,35102,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,18
178.47.139.151,35102,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,18
178.47.139.151,35102,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,18
178.47.139.151,35102,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,18
178.47.139.151,35102,asyncio.exceptions.TimeoutError,https://www.myip.com/,18
178.47.139.151,35102,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,18
178.47.139.151,35102,"status=403, or ip not show in checkurl",https://whatismyipaddress.com/zh-cn/index,18
186.126.94.59,10809,Server disconnected,https://www.myip.com/,19
186.126.94.59,10809,Server disconnected,https://www.whatismyip.com/,19
186.126.94.59,10809,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,19
186.126.94.59,10809,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,19
186.126.94.59,10809,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,19
186.126.94.59,10809,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,19
186.126.94.59,10809,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,19
186.195.90.16,8080,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,20
186.195.90.16,8080,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,20
186.195.90.16,8080,asyncio.exceptions.TimeoutError,https://www.myip.com/,20
186.195.90.16,8080,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,20
186.195.90.16,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,20
186.195.90.16,8080,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,20
186.195.90.16,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,20
189.199.126.94,8080,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,21
189.199.126.94,8080,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,21
189.199.126.94,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,21
189.199.126.94,8080,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,21
189.199.126.94,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,21
189.199.126.94,8080,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,21
189.199.126.94,8080,"status=403, or ip not show in checkurl",https://www.myip.com/,21
189.52.154.213,3128,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,22
189.52.154.213,3128,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,22
189.52.154.213,3128,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,22
189.52.154.213,3128,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,22
189.52.154.213,3128,asyncio.exceptions.TimeoutError,https://www.myip.com/,22
189.52.154.213,3128,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,22
189.52.154.213,3128,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,22
192.140.42.81,47277,[Errno 104] Connection reset by peer,https://www.rus.net.tw/myip.php,23
192.140.42.81,47277,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,23
192.140.42.81,47277,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,23
192.140.42.81,47277,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,23
