ip,port,err,checkurl,g_idx
85.187.184.129,8080,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,42
85.187.184.129,8080,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,42
85.187.184.129,8080,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,42
85.187.184.129,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,42
89.33.192.55,3128,"502, message='Bad Gateway', url=URL('http://89.33.192.55:3128')",https://whatismyipaddress.com/zh-cn/index,43
89.33.192.55,3128,"502, message='Bad Gateway', url=URL('http://89.33.192.55:3128')",https://www.rus.net.tw/myip.php,43
89.33.192.55,3128,"502, message='Bad Gateway', url=URL('http://89.33.192.55:3128')",https://www.whatismyip.com/,43
89.33.192.55,3128,"502, message='Bad Gateway', url=URL('http://89.33.192.55:3128')",https://www.whatismyip.com.tw/tw/,43
89.33.192.55,3128,"502, message='Bad Gateway', url=URL('http://89.33.192.55:3128')",https://httpbin.org/ip,43
89.33.192.55,3128,"502, message='Bad Gateway', url=URL('http://89.33.192.55:3128')",https://www.myip.com/,43
89.33.192.55,3128,"status=502, or ip not show in checkurl",http://210.240.175.62/NTIIS/IP_test.asp,43
94.180.249.187,38051,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,44
94.180.249.187,38051,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,44
94.180.249.187,38051,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,44
94.180.249.187,38051,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,44
94.180.249.187,38051,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,44
94.180.249.187,38051,asyncio.exceptions.TimeoutError,https://www.myip.com/,44
94.180.249.187,38051,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,44
96.9.77.71,8080,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,45
96.9.77.71,8080,asyncio.exceptions.TimeoutError,https://www.myip.com/,45
96.9.77.71,8080,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,45
96.9.77.71,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,45
96.9.77.71,8080,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,45
96.9.77.71,8080,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,45
96.9.77.71,8080,"status=403, or ip not show in checkurl",https://whatismyipaddress.com/zh-cn/index,45
