date,wd,A1,A2,A3,A375,A395,A75,A7595,A95115,A115135,A135155,A155,A155A,A155B,A155C,A155D,B1,B2,B3,B375,B395,B75,B7595,B95115,B115135,B135155,B155,B155A,B155B,B155C,B155D,C1,C2,C3,C375,C395,C375D,C395D,C75,C7595,C95115,C115135,C135155,C155,C155A,C155B,C155C,C155D
2019-07-05,(五),22759.0,22759.0,21821.0,21821.0,21420.0,24.0,401.0,5946.0,11299.0,3855.0,883.0,18.0,107.0,179.0,16.0,124.12,124.12,123.05,123.05,123.68,57.69,89.43,107.86,124.37,142.37,167.21,162.05,168.1,169.35,160.94,79.36,79.36,79.75,79.75,79.87,0.0,0.12,30.19,71.33,78.98,80.11,80.37,77.98,78.18,81.35,77.36,81.06
2019-07-06,(六),16002.0,15915.0,15266.0,15266.0,14974.0,24.0,292.0,4540.0,7858.0,2408.0,578.0,14.0,75.0,44.0,35.0,123.02,123.02,121.93,121.93,122.57,64.41,89.02,108.06,123.98,142.4,167.18,162.71,167.0,162.14,164.47,80.92,80.91,81.19,81.19,81.33,0.0,0.14,35.36,71.68,80.26,81.69,81.83,81.25,80.91,80.85,85.45,76.94
2019-07-07,(日),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-08,(一),21938.0,21938.0,20980.0,20980.0,20501.0,37.0,479.0,5743.0,11145.0,3434.0,624.0,0.0,34.0,145.0,0.0,123.27,123.27,122.21,122.21,122.99,65.57,88.65,107.93,124.24,141.91,168.05,0.0,163.0,166.63,0.0,79.13,79.13,79.74,79.75,79.89,0.01,0.15,42.93,71.11,79.11,80.12,80.28,76.09,0.0,85.02,77.78,0.0
2019-07-09,(二),20856.0,20780.0,20113.0,20113.0,19556.0,15.0,557.0,5935.0,10330.0,3177.0,462.0,21.0,39.0,46.0,8.0,122.17,122.26,121.35,121.35,122.27,68.95,89.13,107.61,124.12,142.13,167.3,161.42,164.2,164.85,166.0,79.09,79.04,79.53,79.53,79.72,0.0,0.19,42.38,70.51,79.14,80.1,79.37,76.97,77.74,85.2,79.83,80.39
2019-07-10,(三),21022.0,21022.0,20089.0,20089.0,19553.0,22.0,536.0,6026.0,10125.0,3215.0,641.0,33.0,55.0,81.0,18.0,122.58,122.58,121.67,121.67,122.56,66.93,89.12,107.72,124.37,142.15,166.64,163.56,166.0,167.98,162.56,78.67,78.67,79.17,79.18,79.35,0.01,0.18,46.2,70.44,78.35,79.75,79.67,77.68,77.67,79.27,80.32,78.05
2019-07-11,(四),21123.0,21040.0,20218.0,20218.0,19728.0,21.0,490.0,5836.0,10265.0,3476.0,537.0,17.0,54.0,59.0,21.0,122.94,122.95,122.15,122.15,122.97,65.73,89.38,107.75,124.47,142.14,165.93,167.97,169.0,166.5,165.14,78.4,78.38,78.91,78.91,79.05,0.0,0.14,45.59,70.73,78.2,79.46,79.09,75.85,75.94,76.01,82.39,79.85
2019-07-12,(五),23059.0,23059.0,22091.0,22091.0,21578.0,28.0,513.0,6087.0,11096.0,4150.0,733.0,6.0,87.0,143.0,9.0,123.51,123.51,122.81,122.82,123.63,68.88,88.64,107.65,124.41,142.45,165.95,160.16,165.3,167.77,163.0,78.78,78.78,79.28,79.28,79.43,0.0,0.15,42.77,70.62,78.59,79.67,79.61,77.68,87.76,81.51,82.29,82.13
2019-07-13,(六),15989.0,15910.0,15379.0,15379.0,14961.0,13.0,418.0,4789.0,7626.0,2307.0,517.0,17.0,86.0,109.0,27.0,122.19,122.19,121.4,121.4,122.31,68.9,88.91,107.74,124.06,141.91,166.83,162.02,172.6,168.76,163.93,80.26,80.26,80.68,80.68,80.86,0.0,0.18,47.23,71.91,79.84,81.49,80.79,77.95,79.34,84.9,75.81,77.85
2019-07-14,(日),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-15,(一),22035.0,21953.0,20897.0,20897.0,20488.0,37.0,409.0,5723.0,10920.0,3688.0,739.0,0.0,50.0,107.0,0.0,123.96,123.96,122.67,122.67,123.33,61.29,89.61,107.92,124.33,142.5,166.37,0.0,163.3,165.55,0.0,78.72,78.7,79.23,79.23,79.33,0.0,0.1,37.89,72.84,78.88,79.69,78.99,76.44,0.0,84.7,74.34,0.0
2019-07-16,(二),20934.0,20934.0,20182.0,20182.0,19631.0,16.0,551.0,6330.0,10090.0,3040.0,551.0,8.0,80.0,61.0,22.0,121.93,121.93,121.06,121.06,121.95,68.25,89.26,107.58,124.18,141.98,167.17,162.0,165.3,169.21,161.41,78.74,78.74,79.21,79.21,79.39,0.0,0.18,33.3,70.37,78.49,79.86,79.55,75.42,74.03,80.14,74.11,79.23
2019-07-17,(三),21562.0,21485.0,20542.0,20542.0,19944.0,29.0,598.0,6418.0,10044.0,3315.0,659.0,19.0,38.0,91.0,19.0,122.1,122.1,121.16,121.16,122.13,68.89,88.72,107.49,124.04,142.52,165.3,161.6,164.0,167.88,160.95,79.05,79.04,79.53,79.53,79.74,0.0,0.21,42.71,69.91,78.59,80.26,80.01,78.35,77.67,82.39,79.85,81.47
2019-07-18,(四),19007.0,19007.0,18311.0,18311.0,17759.0,29.0,552.0,5698.0,9239.0,2610.0,554.0,4.0,103.0,87.0,18.0,121.49,121.49,120.95,120.95,121.95,68.77,88.85,107.63,124.02,142.21,165.96,166.87,167.3,167.18,162.83,79.59,79.59,80.02,80.02,80.24,0.0,0.22,48.34,70.52,79.08,80.65,80.92,77.93,74.78,79.09,80.05,84.09
2019-07-19,(五),23330.0,23240.0,22336.0,22336.0,21749.0,30.0,587.0,6466.0,11321.0,3717.0,761.0,11.0,105.0,112.0,17.0,123.07,123.07,122.08,122.08,122.98,66.76,88.96,107.95,124.28,142.16,167.07,160.72,170.2,167.96,163.88,79.87,79.85,80.24,80.24,80.41,0.0,0.17,45.5,71.77,79.33,80.77,80.94,78.23,81.66,77.4,80.52,84.2
2019-07-20,(六),15882.0,15882.0,15248.0,15248.0,14884.0,15.0,364.0,4940.0,7643.0,2128.0,539.0,6.0,88.0,62.0,17.0,121.98,121.98,120.91,120.91,121.69,67.25,88.97,107.71,124.0,142.15,169.14,161.41,170.1,166.44,160.71,80.97,80.97,81.31,81.31,81.47,0.0,0.16,47.68,72.33,80.36,82.08,81.82,79.08,76.13,80.76,74.35,82.54
2019-07-21,(日),82.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.23,0.0,109.1,109.1,109.1,0.0,0.0,109.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.36,0.0,94.86,94.86,94.86,0.0,0.0,0.0,0.0,94.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-22,(一),21957.0,21957.0,20893.0,20893.0,20346.0,33.0,547.0,6013.0,10669.0,3489.0,748.0,0.0,47.0,128.0,0.0,123.02,123.02,121.95,121.95,122.84,63.58,88.97,107.78,124.32,142.02,166.9,0.0,162.8,169.3,0.0,79.37,79.37,79.91,79.91,80.1,0.0,0.19,35.73,70.26,79.29,80.5,80.26,77.56,0.0,83.02,75.09,0.0
2019-07-23,(二),21101.0,21024.0,20249.0,20249.0,19652.0,42.0,597.0,6093.0,10212.0,3159.0,629.0,9.0,106.0,43.0,30.0,122.13,122.21,121.27,121.27,122.25,68.45,88.8,107.41,124.12,142.3,166.5,165.27,166.4,164.16,161.87,79.19,79.13,79.69,79.69,79.89,0.0,0.2,43.43,70.49,79.33,80.24,79.71,77.05,79.53,79.74,78.13,83.93
2019-07-24,(三),21254.0,21254.0,20407.0,20407.0,19868.0,32.0,539.0,6394.0,9914.0,3367.0,619.0,4.0,66.0,104.0,19.0,122.46,122.46,121.51,121.51,122.39,69.45,89.16,107.46,124.34,142.4,166.34,158.5,167.6,168.83,165.05,78.93,78.93,79.45,79.45,79.62,0.0,0.17,49.58,70.79,78.92,80.15,79.42,76.26,83.75,79.85,75.84,72.68
2019-07-25,(四),21268.0,21189.0,20435.0,20435.0,19926.0,22.0,509.0,6354.0,10399.0,3028.0,496.0,8.0,22.0,88.0,27.0,121.82,121.82,121.09,121.09,121.91,64.1,89.01,107.79,124.03,142.11,167.29,158.25,161.3,169.51,161.81,79.0,78.98,79.4,79.4,79.56,0.0,0.16,38.05,71.15,78.82,79.92,79.75,77.52,79.21,82.98,75.28,81.25
2019-07-26,(五),23223.0,23223.0,22289.0,22289.0,21778.0,37.0,511.0,6663.0,11335.0,3597.0,665.0,13.0,45.0,96.0,29.0,122.73,122.73,121.74,121.74,122.51,68.74,88.91,107.68,124.22,142.33,168.83,163.42,167.7,168.92,163.79,78.84,78.84,79.27,79.27,79.44,0.0,0.17,44.8,69.32,78.32,79.83,80.02,77.36,80.16,80.77,77.13,76.54
2019-07-27,(六),15845.0,15764.0,15282.0,15282.0,14970.0,18.0,312.0,4898.0,7690.0,2208.0,388.0,17.0,60.0,79.0,18.0,121.65,121.65,121.21,121.21,121.89,71.19,88.74,107.87,124.04,141.94,167.68,160.55,169.9,166.63,167.39,80.41,80.39,80.7,80.7,80.86,0.0,0.16,53.09,70.38,79.65,81.57,81.0,79.23,80.88,84.48,71.04,82.21
2019-07-28,(日),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-29,(一),22220.0,22145.0,21313.0,21313.0,20725.0,41.0,588.0,5955.0,11298.0,3357.0,526.0,0.0,27.0,88.0,0.0,122.58,122.59,121.68,121.68,122.61,60.4,89.17,107.57,124.38,141.81,167.52,0.0,165.3,166.67,0.0,78.9,78.88,79.4,79.4,79.58,0.0,0.18,38.55,70.63,79.06,79.92,79.47,76.1,0.0,82.01,73.28,0.0
2019-07-30,(二),20969.0,20969.0,20177.0,20177.0,19587.0,37.0,590.0,6197.0,10191.0,2987.0,580.0,10.0,90.0,78.0,34.0,122.13,122.13,121.21,121.21,122.17,66.67,89.1,107.62,124.23,142.27,168.91,168.8,166.1,166.15,161.21,78.97,78.97,79.55,79.55,79.75,0.0,0.2,45.41,70.5,79.03,80.2,79.59,76.56,74.38,80.32,77.99,81.37
2019-07-31,(三),21897.0,21823.0,20973.0,20973.0,20194.0,40.0,779.0,6198.0,10705.0,3165.0,497.0,10.0,40.0,60.0,16.0,121.48,121.48,120.98,120.98,122.25,70.66,88.13,107.77,124.34,141.8,166.09,162.2,161.9,168.82,165.75,79.58,79.56,80.12,80.12,80.41,0.0,0.29,46.27,69.72,79.63,80.85,80.43,76.21,75.23,78.64,74.76,82.7
2019-08-01,(四),19514.0,19514.0,18776.0,18776.0,18295.0,23.0,481.0,5991.0,9401.0,2694.0,556.0,11.0,83.0,99.0,16.0,121.84,121.84,121.04,121.04,121.89,69.73,88.79,107.67,124.1,142.36,165.54,167.54,165.8,167.14,165.44,79.74,79.74,80.18,80.18,80.35,0.0,0.17,52.65,71.33,79.43,80.77,80.62,79.19,76.9,82.13,79.29,80.61
2019-08-02,(五),21470.0,21386.0,20579.0,20579.0,20089.0,18.0,490.0,5944.0,10535.0,3381.0,697.0,5.0,75.0,124.0,25.0,123.05,123.05,122.1,122.1,122.9,65.14,89.18,107.8,124.28,142.18,166.88,156.7,163.8,169.39,162.76,80.32,80.3,80.6,80.61,80.76,0.01,0.16,40.57,71.87,79.66,81.12,81.36,79.89,81.27,80.97,78.08,81.38
2019-08-03,(六),16181.0,16181.0,15593.0,15593.0,15172.0,37.0,421.0,5260.0,7662.0,2122.0,421.0,14.0,70.0,34.0,10.0,120.94,120.94,120.28,120.28,121.15,66.06,88.93,107.82,123.71,142.06,168.19,163.1,173.7,162.85,161.9,81.48,81.48,81.81,81.81,82.03,0.0,0.22,40.67,70.83,80.56,82.61,83.01,81.11,78.5,82.98,80.37,83.78
2019-08-04,(日),81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-05,(一),22934.0,22934.0,22071.0,22071.0,21585.0,37.0,486.0,5874.0,11722.0,3727.0,707.0,0.0,110.0,152.0,0.0,123.69,123.69,122.77,122.76,123.53,67.28,88.92,107.87,124.48,142.11,167.82,0.0,169.0,166.33,0.0,79.65,79.65,80.07,80.07,80.2,0.0,0.13,40.97,71.93,79.54,80.48,80.42,78.19,0.0,79.78,76.55,0.0
2019-08-06,(二),22043.0,22043.0,21271.0,21271.0,20756.0,35.0,515.0,6319.0,10891.0,3359.0,512.0,10.0,76.0,88.0,13.0,122.4,122.4,121.72,121.72,122.52,68.63,89.45,107.82,124.27,142.0,167.4,180.6,165.8,167.78,161.0,79.43,79.43,79.95,79.95,80.09,0.0,0.14,44.1,71.99,79.27,80.57,80.26,74.91,71.04,75.21,73.47,81.0
2019-08-07,(三),22449.0,22367.0,21489.0,21489.0,20876.0,31.0,613.0,6338.0,11082.0,3299.0,571.0,17.0,53.0,66.0,21.0,122.15,122.15,121.4,121.41,122.35,63.55,89.27,107.69,124.3,141.97,166.25,163.05,162.3,165.15,166.43,79.27,79.26,79.78,79.78,79.96,0.0,0.18,39.78,71.46,78.9,80.4,80.35,77.4,78.22,76.2,75.68,82.15
2019-08-08,(四),22831.0,22831.0,21957.0,21957.0,21283.0,26.0,674.0,6674.0,11308.0,3084.0,624.0,11.0,108.0,83.0,15.0,121.71,121.71,120.99,120.99,122.0,66.65,89.16,107.71,124.13,141.8,168.07,167.81,170.7,167.62,161.93,78.41,78.41,78.94,78.94,79.15,0.0,0.21,45.61,69.93,78.07,79.62,79.55,76.22,80.52,77.75,75.78,83.86
2019-08-09,(五),24412.0,24328.0,23400.0,23400.0,22808.0,26.0,592.0,7017.0,12070.0,3498.0,640.0,13.0,85.0,111.0,14.0,122.1,122.11,121.45,121.45,122.29,69.13,89.13,107.8,124.15,141.99,168.48,162.26,168.6,169.26,163.29,77.25,77.23,77.76,77.76,77.93,0.0,0.17,44.07,68.87,76.69,78.4,78.54,74.07,76.75,77.44,74.21,80.2
2019-08-10,(六),17282.0,17282.0,16844.0,16844.0,16397.0,18.0,447.0,5846.0,8250.0,2119.0,407.0,11.0,72.0,88.0,11.0,120.64,120.64,120.06,120.06,120.9,67.34,89.27,107.69,123.8,142.0,167.79,164.13,170.5,167.94,160.27,80.91,80.91,81.12,81.12,81.31,0.0,0.19,43.38,71.93,79.17,82.2,82.99,80.21,78.79,85.27,72.82,83.8
2019-08-11,(日),93.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.77,0.0,108.7,108.7,108.7,0.0,0.0,108.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.8,0.0,99.15,99.15,99.15,0.0,0.0,0.0,0.0,99.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-12,(一),28029.0,28029.0,26850.0,26850.0,26202.0,29.0,648.0,7877.0,13764.0,4273.0,854.0,17.0,99.0,172.0,0.0,122.76,122.76,121.83,121.83,122.64,68.23,88.82,107.81,124.17,142.12,167.83,164.26,167.1,166.03,0.0,80.5,80.5,80.93,80.93,81.09,0.0,0.16,45.91,72.06,79.96,81.43,81.55,80.59,86.05,82.74,83.06,0.0
2019-08-13,(二),31107.0,31107.0,29951.0,29951.0,28996.0,58.0,955.0,9058.0,15076.0,4504.0,901.0,6.0,153.0,177.0,22.0,122.03,122.03,121.33,121.33,122.42,68.05,88.42,107.96,124.09,142.28,167.72,172.08,169.9,166.81,159.59,81.6,81.6,81.98,81.98,82.21,0.0,0.23,48.01,72.24,80.97,82.61,82.89,81.46,78.89,83.6,82.63,82.11
2019-08-14,(三),22384.0,22253.0,21567.0,21567.0,21039.0,33.0,528.0,6444.0,11320.0,3189.0,449.0,15.0,18.0,33.0,20.0,121.77,121.78,121.24,121.25,122.07,68.46,88.63,107.85,124.22,142.06,164.44,166.26,160.6,162.15,160.36,81.43,81.41,81.72,81.72,81.92,0.0,0.2,47.35,71.0,80.75,82.26,82.69,79.31,77.37,83.42,77.66,84.92
2019-08-15,(四),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-16,(五),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-17,(六),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-18,(日),104.0,0.0,104.0,104.0,104.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.77,0.0,99.77,99.77,99.77,0.0,0.0,99.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.79,0.0,99.79,99.79,99.79,0.0,0.0,0.0,0.0,99.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-19,(一),23478.0,23478.0,22594.0,22594.0,22061.0,37.0,533.0,6591.0,11601.0,3730.0,562.0,0.0,70.0,69.0,0.0,122.55,122.55,121.86,121.86,122.66,63.87,89.03,107.76,124.37,142.07,165.92,0.0,165.7,164.46,0.0,79.81,79.81,80.29,80.29,80.45,0.0,0.16,44.25,70.88,79.33,80.8,80.82,78.77,0.0,85.82,83.6,0.0
2019-08-20,(二),22233.0,22233.0,21394.0,21394.0,20795.0,22.0,599.0,6538.0,11001.0,3079.0,515.0,2.0,76.0,74.0,25.0,121.64,121.64,121.09,121.09,122.01,69.6,89.13,107.54,124.31,142.01,167.4,190.5,166.2,165.58,164.28,79.16,79.16,79.65,79.65,79.84,0.0,0.19,48.79,70.3,78.59,80.29,80.41,78.21,63.61,82.84,77.72,83.77
2019-08-21,(三),22877.0,22769.0,21944.0,21944.0,21379.0,13.0,565.0,6760.0,11043.0,3425.0,550.0,22.0,40.0,68.0,21.0,122.09,122.1,121.36,121.36,122.2,66.34,89.39,107.81,124.3,142.01,166.02,166.75,162.8,163.6,164.43,79.23,79.21,79.68,79.68,79.86,0.0,0.18,45.05,70.42,78.59,80.23,80.65,78.12,80.02,84.52,79.29,82.44
2019-08-22,(四),22759.0,22759.0,21757.0,21757.0,21120.0,36.0,637.0,6564.0,11133.0,3217.0,620.0,9.0,111.0,70.0,16.0,122.0,122.0,121.15,121.15,122.13,66.18,88.78,107.62,124.07,142.02,167.86,167.27,170.4,168.29,163.31,79.44,79.44,79.99,79.99,80.21,0.0,0.22,44.2,69.97,79.2,80.53,80.78,79.51,77.03,81.21,77.95,87.16
2019-08-23,(五),25144.0,25036.0,23912.0,23912.0,23237.0,40.0,675.0,6607.0,12204.0,4242.0,732.0,6.0,59.0,109.0,10.0,123.09,123.09,122.28,122.28,123.26,57.23,88.66,107.7,124.39,142.33,167.48,161.41,165.7,168.73,159.4,79.11,79.1,79.61,79.61,79.81,0.0,0.2,41.79,69.9,78.78,80.13,80.33,77.27,85.91,76.84,77.47,80.61
2019-08-24,(六),13384.0,13384.0,12815.0,12815.0,12461.0,7.0,354.0,3714.0,6579.0,2012.0,491.0,7.0,71.0,65.0,13.0,123.09,123.09,121.91,121.91,122.85,67.97,88.63,107.73,124.3,142.25,169.95,159.5,178.5,167.8,162.23,80.79,80.79,81.23,81.23,81.46,0.0,0.23,42.75,70.33,79.93,81.97,81.85,80.76,82.89,90.13,77.86,84.25
2019-08-25,(日),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-26,(一),24335.0,24254.0,23308.0,23308.0,22560.0,78.0,748.0,6716.0,11971.0,3689.0,622.0,0.0,62.0,122.0,0.0,122.1,122.19,121.52,121.51,122.57,54.79,89.75,107.66,124.29,141.84,167.56,0.0,169.1,167.72,0.0,78.9,78.85,79.42,79.42,79.57,0.0,0.15,26.97,73.37,78.46,79.94,80.12,76.61,0.0,80.33,76.92,0.0
2019-08-27,(二),23372.0,23372.0,22529.0,22529.0,21855.0,31.0,674.0,6964.0,11616.0,3140.0,546.0,2.0,71.0,55.0,7.0,121.59,121.59,120.69,120.69,121.66,67.65,89.39,107.55,124.17,141.73,167.49,160.75,167.5,165.55,158.43,77.86,77.86,78.35,78.35,78.55,0.0,0.2,38.98,69.53,77.45,78.92,79.0,75.47,76.69,83.3,80.44,85.47
2019-08-28,(三),23620.0,23620.0,22562.0,22562.0,21861.0,35.0,701.0,6490.0,11675.0,3534.0,669.0,2.0,37.0,100.0,23.0,122.41,122.41,121.49,121.49,122.54,68.08,88.83,107.66,124.33,141.85,168.33,184.25,171.6,167.74,164.61,76.93,76.93,77.57,77.57,77.79,0.0,0.22,43.9,68.13,76.6,78.25,77.99,74.43,63.68,86.54,77.23,84.6
2019-08-29,(四),23090.0,23090.0,22298.0,22298.0,21595.0,24.0,703.0,6371.0,11600.0,3518.0,442.0,1.0,35.0,64.0,6.0,122.07,122.07,121.4,121.4,122.46,66.58,88.92,107.47,124.4,141.83,167.32,169.5,165.8,168.79,162.83,76.26,76.26,76.74,76.74,76.94,0.0,0.2,39.3,68.18,75.91,77.36,77.12,74.35,76.6,75.54,78.4,84.0
2019-08-30,(五),24585.0,24585.0,23555.0,23555.0,22857.0,53.0,698.0,6927.0,12184.0,3571.0,650.0,5.0,64.0,101.0,5.0,122.08,122.08,121.32,121.32,122.34,67.87,87.99,107.61,124.32,141.95,168.28,165.1,165.8,168.52,160.6,76.87,76.87,77.38,77.38,77.61,0.0,0.23,38.34,66.96,76.1,78.1,78.32,75.95,70.67,77.63,78.78,77.62
2019-08-31,(六),16612.0,16612.0,16126.0,16126.0,15795.0,22.0,331.0,5006.0,8330.0,2320.0,380.0,4.0,63.0,65.0,7.0,121.73,121.73,121.24,121.23,121.9,57.37,89.41,107.9,123.96,141.97,166.33,158.25,172.3,164.31,162.29,78.39,78.39,78.69,78.69,78.84,0.0,0.15,27.16,68.87,76.89,79.37,80.15,78.82,71.5,86.78,77.59,82.41
2019-09-01,(日),77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-02,(一),23846.0,23846.0,22880.0,22880.0,22331.0,43.0,549.0,6215.0,11864.0,4069.0,639.0,0.0,55.0,128.0,0.0,123.36,123.36,122.58,122.58,123.4,66.24,89.4,107.71,124.49,142.24,167.72,0.0,165.5,166.74,0.0,76.62,76.62,77.09,77.09,77.24,0.0,0.15,38.77,68.73,76.2,77.56,77.66,74.73,0.0,82.82,73.34,0.0
2019-09-03,(二),22918.0,22841.0,22014.0,22014.0,21351.0,39.0,663.0,6139.0,11415.0,3669.0,550.0,2.0,43.0,64.0,19.0,122.62,122.71,121.88,121.88,122.88,58.86,89.48,107.64,124.42,142.12,166.88,197.25,165.4,165.6,161.53,76.89,76.84,77.43,77.43,77.56,0.0,0.13,36.4,71.63,76.66,77.98,77.5,73.46,60.66,84.51,74.31,81.86
2019-09-04,(三),23413.0,23413.0,22540.0,22540.0,21871.0,27.0,669.0,6005.0,11796.0,3860.0,654.0,3.0,116.0,83.0,8.0,123.19,123.19,122.42,122.42,123.43,67.14,89.28,107.71,124.56,142.04,166.3,162.0,169.0,165.84,164.13,76.02,76.02,76.43,76.43,76.63,0.0,0.2,38.34,67.33,75.47,76.95,76.99,75.91,75.38,82.35,74.18,85.15
2019-09-05,(四),23851.0,23771.0,22759.0,22759.0,22133.0,34.0,626.0,6330.0,11992.0,3569.0,656.0,6.0,109.0,102.0,25.0,122.85,122.86,121.99,121.99,122.92,67.47,89.11,107.82,124.33,141.88,167.7,178.16,170.5,166.5,167.67,75.22,75.2,75.72,75.72,75.89,0.0,0.17,36.98,67.32,74.73,76.23,76.36,75.15,61.51,78.55,75.56,81.31
2019-09-06,(五),26583.0,26583.0,25514.0,25514.0,25022.0,31.0,492.0,6836.0,13376.0,4605.0,697.0,2.0,76.0,110.0,17.0,123.72,123.72,122.9,122.9,123.56,67.27,88.96,108.06,124.48,142.03,165.95,160.25,169.0,164.81,161.18,74.28,74.28,74.74,74.74,74.86,0.0,0.12,41.29,66.12,73.67,75.31,75.12,72.06,83.01,69.7,75.63,81.85
2019-09-07,(六),18739.0,18663.0,17995.0,17995.0,17689.0,11.0,306.0,5330.0,9505.0,2696.0,502.0,9.0,51.0,76.0,22.0,122.33,122.33,121.55,121.55,122.1,66.47,89.92,107.98,123.65,141.76,166.38,162.88,173.6,168.29,168.09,75.32,75.31,75.75,75.75,75.86,0.0,0.11,28.62,67.15,73.86,76.51,76.79,72.73,81.25,86.81,69.0,79.86
2019-09-08,(日),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-09,(一),26845.0,26765.0,25809.0,25809.0,25191.0,33.0,618.0,7316.0,13542.0,4098.0,689.0,0.0,115.0,120.0,0.0,122.71,122.72,122.01,122.01,122.81,66.27,89.21,107.75,124.36,141.99,166.41,0.0,170.1,166.53,0.0,73.42,73.41,73.72,73.72,73.86,0.0,0.14,40.09,65.64,72.21,73.98,75.34,75.64,0.0,82.11,77.7,0.0
