date,wd,A1,A2,A3,A375,A395,A75,A7595,A95115,A115135,A135155,A155,A155A,A155B,A155C,A155D,B1,B2,B3,B375,B395,B75,B7595,B95115,B115135,B135155,B155,B155A,B155B,B155C,B155D,C1,C2,C3,C375,C395,C375D,C395D,C75,C7595,C95115,C115135,C135155,C155,C155A,C155B,C155C,C155D
2020-01-01,(三),24545.0,24466.0,23327.0,23327.0,22823.0,12.0,504.0,4799.0,12015.0,5726.0,1001.0,26.0,94.0,151.0,12.0,126.74,126.76,125.57,125.57,126.37,64.29,89.41,107.81,125.08,142.66,164.64,163.15,164.2,167.69,163.08,66.06,66.05,66.48,66.48,66.58,0.0,0.1,30.26,59.65,66.64,66.86,65.84,65.12,74.7,72.62,67.61,71.93
2020-01-02,(四),24759.0,24759.0,23526.0,23526.0,23053.0,36.0,473.0,4843.0,12122.0,5798.0,1037.0,34.0,91.0,140.0,25.0,126.79,126.79,125.6,125.6,126.35,64.06,88.9,107.59,125.11,142.71,164.31,161.14,162.8,166.6,162.48,66.41,66.41,66.87,66.87,66.98,0.0,0.11,27.86,59.04,66.76,67.33,66.3,65.3,72.59,69.81,70.0,68.07
2020-01-03,(五),27561.0,27470.0,25841.0,25841.0,25353.0,31.0,488.0,5092.0,12964.0,6969.0,1356.0,26.0,128.0,147.0,27.0,127.75,127.76,126.38,126.38,127.11,67.49,88.45,107.93,125.24,142.71,165.33,164.19,168.4,168.12,163.37,67.15,67.14,67.61,67.61,67.71,0.0,0.1,38.67,60.17,67.75,68.12,66.81,66.04,75.86,69.91,72.67,69.57
2020-01-04,(六),18710.0,18710.0,17923.0,17923.0,17665.0,13.0,258.0,3546.0,9641.0,4239.0,773.0,37.0,78.0,91.0,33.0,126.92,126.92,125.84,125.84,126.38,66.21,88.72,108.02,125.01,142.49,164.68,163.21,175.5,164.9,166.12,68.96,68.96,69.19,69.18,69.25,-0.01,0.06,35.7,62.6,68.73,69.44,68.94,69.3,70.36,71.14,76.72,72.03
2020-01-05,(日),93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,(一),27857.0,27857.0,26371.0,26371.0,25969.0,20.0,402.0,5340.0,13573.0,6781.0,1210.0,0.0,129.0,146.0,0.0,127.41,127.41,126.07,126.07,126.64,61.98,89.59,107.89,125.2,142.67,165.34,0.0,165.7,166.62,0.0,65.92,65.92,66.38,66.38,66.43,0.0,0.05,31.99,61.58,66.48,66.74,65.65,64.89,0.0,69.69,71.83,0.0
2020-01-07,(二),27916.0,27840.0,26452.0,26452.0,25974.0,11.0,478.0,5592.0,13638.0,6416.0,1094.0,39.0,153.0,106.0,30.0,126.73,126.79,125.61,125.61,126.28,66.62,89.19,107.69,125.32,142.47,165.97,162.75,169.2,164.81,161.43,64.04,64.0,64.57,64.56,64.65,-0.01,0.08,33.89,57.8,64.88,64.69,64.16,63.1,70.36,67.53,71.03,70.48
2020-01-08,(三),28539.0,28539.0,27202.0,27202.0,26647.0,60.0,555.0,5780.0,14069.0,6478.0,1023.0,38.0,80.0,174.0,28.0,126.36,126.36,125.3,125.3,126.05,65.48,89.33,107.91,125.04,142.35,165.0,163.9,164.2,170.77,164.79,63.92,63.92,64.35,64.35,64.45,0.0,0.1,29.38,57.78,64.12,64.36,64.48,64.66,69.21,64.72,73.53,71.39
2020-01-09,(四),28822.0,28729.0,27415.0,27415.0,26976.0,26.0,439.0,5664.0,14477.0,6448.0,1062.0,42.0,161.0,151.0,33.0,126.68,126.68,125.66,125.67,126.25,65.68,89.65,108.08,125.09,142.28,165.77,162.77,171.1,168.8,163.3,63.32,63.3,63.7,63.7,63.77,0.0,0.07,31.67,57.46,64.41,63.79,63.09,63.03,75.71,63.51,67.48,70.7
2020-01-10,(五),27083.0,27083.0,25661.0,25661.0,25323.0,10.0,338.0,5532.0,13407.0,6140.0,1029.0,32.0,80.0,114.0,18.0,126.69,126.69,125.43,125.43,125.91,66.89,89.63,108.02,124.97,142.45,164.83,160.98,168.4,167.79,162.83,61.91,61.91,62.29,62.28,62.35,-0.01,0.06,29.62,55.56,61.99,62.18,62.55,63.54,69.54,69.12,71.32,68.84
2020-01-11,(六),19861.0,19763.0,18964.0,18964.0,18677.0,4.0,287.0,4191.0,10230.0,3988.0,803.0,19.0,87.0,114.0,48.0,126.06,126.08,124.92,124.92,125.46,54.75,89.69,108.0,124.89,142.39,167.09,162.68,173.0,167.59,164.6,64.66,64.63,64.79,64.79,64.88,0.0,0.09,16.01,56.16,63.98,64.99,64.92,67.4,67.45,73.78,70.16,66.39
2020-01-12,(日),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,(一),29341.0,29243.0,27917.0,27917.0,27397.0,34.0,520.0,6282.0,14657.0,6097.0,1160.0,0.0,178.0,183.0,0.0,126.0,126.01,124.87,124.87,125.54,63.88,89.19,107.89,124.91,142.63,166.14,0.0,172.7,167.26,0.0,61.13,61.1,61.43,61.43,61.51,0.0,0.08,30.14,55.29,61.07,61.31,61.57,63.3,0.0,70.61,72.83,0.0
2020-01-14,(二),29058.0,29058.0,27871.0,27871.0,27423.0,23.0,448.0,6511.0,14668.0,5935.0,1002.0,30.0,119.0,129.0,31.0,125.69,125.69,124.56,124.57,125.14,67.35,89.39,108.15,124.9,142.2,165.85,163.43,170.1,166.39,161.35,62.14,62.14,62.45,62.45,62.54,0.0,0.09,31.28,55.4,62.03,62.44,62.57,64.61,69.18,71.97,75.12,65.23
2020-01-15,(三),30584.0,30476.0,29166.0,29166.0,28567.0,31.0,599.0,7081.0,15138.0,6027.0,998.0,10.0,104.0,184.0,23.0,125.09,125.1,124.1,124.1,124.83,65.46,88.93,107.82,124.83,142.47,165.78,160.2,171.5,169.1,163.26,62.03,62.0,62.38,62.37,62.49,-0.01,0.11,28.63,54.53,61.6,62.49,62.82,63.73,73.16,69.91,70.22,65.32
2020-01-16,(四),31193.0,31193.0,29899.0,29899.0,29463.0,18.0,436.0,7026.0,15522.0,6592.0,937.0,16.0,110.0,185.0,12.0,125.71,125.71,124.7,124.7,125.23,69.07,89.31,108.03,124.84,142.44,165.01,162.87,164.6,168.84,157.42,61.75,61.75,62.03,62.03,62.1,0.0,0.07,32.81,55.06,61.49,62.09,62.32,65.75,74.59,63.54,69.32,66.5
2020-01-17,(五),34365.0,34242.0,32788.0,32788.0,32210.0,12.0,578.0,7433.0,17264.0,7125.0,1268.0,24.0,131.0,195.0,38.0,125.99,126.0,124.8,124.8,125.44,67.56,89.2,107.97,124.99,142.33,167.33,162.91,173.2,169.22,164.97,61.89,61.86,62.16,62.16,62.23,0.0,0.07,33.59,56.24,62.07,62.07,62.1,63.52,77.79,66.75,75.35,64.1
2020-01-18,(六),25681.0,25681.0,24650.0,24650.0,24268.0,25.0,382.0,5718.0,13090.0,5112.0,985.0,40.0,141.0,151.0,16.0,125.64,125.64,124.57,124.56,125.12,66.97,89.22,108.18,124.69,142.38,165.59,161.23,170.1,164.5,159.25,65.34,65.34,65.67,65.67,65.77,0.0,0.1,32.46,56.29,65.12,65.35,66.46,67.46,66.63,71.11,83.75,68.83
2020-01-19,(日),11001.0,10853.0,10534.0,10534.0,10183.0,17.0,351.0,3350.0,5294.0,1447.0,170.0,0.0,0.0,92.0,0.0,120.78,120.76,120.43,120.42,121.5,64.38,89.15,107.14,124.14,142.24,163.8,0.0,0.0,166.57,0.0,63.8,63.74,64.08,64.09,64.3,0.01,0.22,33.4,55.48,63.49,64.14,65.24,70.24,0.0,0.0,77.82,0.0
2020-01-20,(一),36518.0,36518.0,35011.0,35011.0,34415.0,25.0,596.0,7918.0,18689.0,7313.0,1304.0,53.0,186.0,245.0,11.0,125.84,125.84,124.74,124.74,125.35,62.49,89.49,108.15,124.79,142.41,165.99,166.64,170.3,169.89,160.36,63.81,63.81,64.1,64.1,64.2,0.0,0.1,24.61,55.85,62.3,63.73,66.0,67.68,68.25,75.58,74.6,68.6
2020-01-21,(二),38104.0,37920.0,36481.0,36481.0,35872.0,12.0,609.0,8389.0,19212.0,7826.0,1354.0,19.0,138.0,248.0,40.0,125.77,125.82,124.7,124.7,125.3,68.86,89.42,107.93,124.9,142.44,165.75,160.36,171.0,168.11,164.13,64.5,64.46,64.69,64.69,64.81,0.0,0.12,37.12,54.79,62.45,64.53,66.65,68.48,67.31,77.12,75.38,66.1
2020-01-22,(三),37752.0,37752.0,36392.0,36392.0,35919.0,18.0,473.0,8025.0,19300.0,8047.0,1401.0,26.0,228.0,259.0,34.0,126.15,126.15,125.21,125.2,125.68,64.92,89.17,108.21,124.82,142.42,164.37,161.69,166.7,165.77,166.41,64.49,64.49,64.7,64.7,64.78,0.0,0.08,24.42,56.26,63.47,64.7,65.8,65.52,73.76,67.41,64.34,68.57
2020-01-23,(四),15756.0,15583.0,15142.0,15142.0,14945.0,6.0,197.0,3521.0,8266.0,3017.0,424.0,3.0,58.0,58.0,22.0,124.87,124.89,124.26,124.26,124.72,66.33,89.52,108.25,124.69,142.06,163.04,157.83,166.4,168.72,161.14,64.89,64.84,65.07,65.07,65.13,0.0,0.06,33.89,58.53,64.99,65.49,64.48,62.97,79.89,66.08,57.35,69.83
2020-01-24,(五),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-25,(六),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-26,(日),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-27,(一),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-28,(二),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-29,(三),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-30,(四),24307.0,24307.0,23459.0,23459.0,23160.0,17.0,299.0,5122.0,13062.0,4828.0,547.0,15.0,71.0,62.0,0.0,125.2,125.2,124.56,124.56,125.02,66.68,89.17,108.29,124.94,141.7,163.98,164.83,168.4,164.81,0.0,61.23,61.23,61.52,61.52,61.57,0.0,0.05,24.75,56.08,61.49,61.34,61.85,63.1,63.5,73.96,68.9,0.0
2020-01-31,(五),24868.0,24868.0,23886.0,23886.0,23572.0,12.0,314.0,5586.0,12789.0,5008.0,674.0,6.0,98.0,64.0,21.0,125.12,125.12,124.45,124.45,124.91,62.53,89.71,108.16,124.84,142.14,165.61,160.75,168.7,168.29,165.76,59.84,59.84,60.19,60.19,60.24,0.0,0.05,27.29,54.61,59.88,60.34,60.32,58.72,66.25,58.65,62.06,63.14
2020-02-01,(六),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,(日),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,(一),23268.0,23185.0,22266.0,22266.0,21909.0,18.0,357.0,4814.0,12088.0,4808.0,665.0,0.0,105.0,94.0,0.0,125.76,125.83,124.8,124.8,125.4,67.04,88.33,108.15,124.89,142.27,164.33,0.0,163.4,167.93,0.0,59.61,59.57,59.99,59.98,60.06,-0.01,0.07,29.87,53.41,60.42,59.88,59.83,61.68,0.0,67.01,67.8,0.0
2020-02-04,(二),23821.0,23821.0,22829.0,22829.0,22383.0,20.0,446.0,5217.0,11963.0,5084.0,592.0,18.0,32.0,56.0,13.0,125.34,125.34,124.38,124.38,125.07,66.71,89.64,107.91,124.93,142.05,166.11,159.52,175.1,164.08,161.92,60.45,60.45,60.86,60.86,60.97,0.0,0.11,30.33,53.45,60.32,61.04,61.09,61.14,68.06,73.52,69.33,61.05
2020-02-05,(三),25063.0,24982.0,24131.0,24131.0,23664.0,30.0,467.0,5669.0,12796.0,4999.0,607.0,10.0,72.0,100.0,18.0,124.74,124.74,124.1,124.1,124.79,65.8,88.88,107.71,124.9,142.33,162.93,162.4,160.8,166.79,162.89,61.0,60.99,61.34,61.34,61.47,0.0,0.13,26.91,52.29,60.06,61.5,62.12,63.99,68.26,70.74,74.99,61.52
2020-02-06,(四),26785.0,26785.0,25701.0,25701.0,25181.0,31.0,520.0,5701.0,13740.0,5497.0,832.0,16.0,80.0,127.0,20.0,125.47,125.47,124.57,124.58,125.31,67.57,88.96,107.92,124.97,142.41,163.58,160.37,166.0,167.1,162.45,62.01,62.01,62.44,62.43,62.55,-0.01,0.11,29.27,54.27,61.78,62.63,62.48,62.95,74.26,74.79,72.32,64.13
2020-02-07,(五),26175.0,26072.0,24981.0,24981.0,24556.0,55.0,425.0,4977.0,13612.0,5736.0,680.0,14.0,82.0,114.0,21.0,126.19,126.21,125.53,125.54,126.17,66.79,88.81,108.46,125.17,142.22,163.57,159.64,170.8,168.61,162.38,60.59,60.58,61.06,61.07,61.17,0.01,0.11,28.32,52.87,60.56,61.38,60.74,61.82,72.87,69.94,68.37,67.18
2020-02-08,(六),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,(日),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,(一),24583.0,24583.0,23516.0,23516.0,23087.0,17.0,429.0,4815.0,12645.0,5467.0,778.0,0.0,65.0,95.0,0.0,126.26,126.26,125.2,125.2,125.87,67.12,89.29,107.91,125.16,142.18,163.89,0.0,163.0,165.64,0.0,59.71,59.71,60.05,60.05,60.13,0.0,0.08,30.3,54.24,60.15,60.25,59.63,60.11,0.0,69.05,65.42,0.0
2020-02-11,(二),23510.0,23433.0,22411.0,22411.0,21937.0,32.0,474.0,4779.0,12008.0,5023.0,722.0,0.0,57.0,70.0,0.0,125.8,125.87,124.64,124.64,125.41,69.66,89.05,107.81,124.93,142.32,163.2,0.0,161.5,165.24,0.0,59.24,59.2,59.63,59.63,59.75,0.0,0.12,38.72,51.87,60.11,59.9,58.89,59.63,0.0,72.62,67.83,0.0
2020-02-12,(三),24295.0,24295.0,23087.0,23087.0,22745.0,17.0,342.0,4735.0,12359.0,5448.0,857.0,0.0,71.0,113.0,19.0,126.66,126.66,125.61,125.61,126.17,65.99,88.52,108.07,125.16,142.52,164.62,0.0,168.4,173.95,162.74,58.02,58.02,58.45,58.45,58.52,0.0,0.07,34.26,51.89,58.44,58.78,57.69,58.39,0.0,67.32,67.2,62.72
2020-02-13,(四),23944.0,23867.0,22624.0,22624.0,22309.0,14.0,315.0,4663.0,12157.0,5257.0,959.0,0.0,91.0,105.0,36.0,126.74,126.74,125.61,125.61,126.13,68.43,88.93,108.11,125.06,142.8,161.81,0.0,170.2,164.99,162.17,57.75,57.73,58.2,58.2,58.26,0.0,0.06,29.83,52.06,58.58,58.46,57.17,57.71,0.0,73.12,65.0,58.07
2020-02-14,(五),25918.0,25918.0,24682.0,24682.0,24273.0,28.0,409.0,5165.0,13065.0,5796.0,1013.0,9.0,103.0,103.0,32.0,126.67,126.67,125.44,125.43,126.05,63.35,88.91,108.32,125.03,142.42,165.76,160.22,166.8,168.36,162.28,58.92,58.92,59.24,59.24,59.34,0.0,0.1,23.54,51.18,58.77,59.38,58.99,61.49,72.31,66.46,81.44,62.56
2020-02-15,(六),17592.0,17513.0,16876.0,16876.0,16664.0,9.0,212.0,3407.0,9196.0,3893.0,556.0,26.0,62.0,59.0,21.0,126.44,126.46,125.56,125.56,126.02,65.48,89.51,108.07,125.04,142.33,165.31,160.57,167.6,166.14,164.81,62.1,62.1,62.29,62.29,62.36,0.0,0.07,30.05,55.11,61.85,62.29,62.38,65.05,62.05,69.8,79.62,64.04
2020-02-16,(日),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,(一),25208.0,25134.0,23953.0,23953.0,23490.0,34.0,463.0,4810.0,13070.0,5390.0,878.0,0.0,99.0,121.0,0.0,126.22,126.23,125.17,125.17,125.9,69.04,88.18,108.19,124.96,142.36,165.15,0.0,164.0,166.86,0.0,59.42,59.4,59.79,59.79,59.9,0.0,0.11,36.14,51.94,59.98,59.95,59.29,60.81,0.0,64.3,73.1,0.0
2020-02-18,(二),24626.0,24626.0,23583.0,23583.0,23061.0,28.0,522.0,4831.0,12380.0,5623.0,841.0,31.0,104.0,66.0,26.0,126.36,126.36,125.35,125.35,126.18,69.27,88.76,107.84,125.13,142.63,164.52,167.83,164.3,168.89,161.46,58.44,58.44,58.74,58.74,58.88,0.0,0.14,37.6,50.15,58.95,59.08,58.02,58.75,62.64,66.72,74.89,61.94
2020-02-19,(三),25172.0,25100.0,24105.0,24105.0,23705.0,19.0,400.0,4873.0,12972.0,5645.0,766.0,12.0,25.0,152.0,26.0,126.44,126.45,125.57,125.57,126.19,68.45,88.8,108.24,125.19,142.45,163.95,160.79,164.9,167.04,166.23,57.45,57.43,57.76,57.76,57.84,0.0,0.08,31.17,51.25,58.08,57.95,57.03,57.68,61.47,68.28,69.5,56.1
2020-02-20,(四),24548.0,24548.0,23563.0,23563.0,23146.0,16.0,417.0,4918.0,12746.0,5291.0,704.0,21.0,99.0,58.0,13.0,125.97,125.97,125.05,125.05,125.7,69.01,89.26,108.12,125.06,142.14,166.69,162.16,166.7,164.1,164.15,56.77,56.77,57.11,57.1,57.19,-0.01,0.08,30.51,49.91,56.78,57.25,57.0,57.3,55.52,69.48,65.3,59.35
2020-02-21,(五),26410.0,26336.0,25127.0,25127.0,24821.0,21.0,306.0,4985.0,13476.0,6051.0,1037.0,46.0,74.0,169.0,20.0,127.23,127.24,126.0,126.0,126.45,60.63,89.63,108.29,125.12,142.36,165.18,161.97,166.6,167.07,160.35,57.48,57.47,57.74,57.74,57.8,0.0,0.06,21.87,50.73,57.67,57.71,57.54,59.87,59.09,69.26,68.66,56.04
2020-02-22,(六),18299.0,18299.0,17559.0,17559.0,17272.0,9.0,287.0,3539.0,9480.0,4023.0,657.0,19.0,81.0,116.0,14.0,126.37,126.37,125.44,125.44,126.04,69.23,89.37,107.81,125.02,142.18,164.77,161.89,168.8,165.76,159.79,60.55,60.55,60.87,60.87,60.95,0.0,0.08,29.87,53.67,60.39,60.91,60.68,63.22,60.98,72.89,74.25,61.65
2020-02-23,(日),85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,(一),24907.0,24907.0,23854.0,23854.0,23506.0,17.0,348.0,4997.0,12432.0,5775.0,892.0,0.0,182.0,120.0,0.0,126.66,126.66,125.69,125.69,126.23,65.42,89.69,108.05,125.07,142.35,164.58,0.0,167.0,164.96,0.0,57.31,57.31,57.66,57.66,57.73,0.0,0.07,29.5,50.98,57.54,57.74,57.24,59.48,0.0,68.54,66.53,0.0
2020-02-25,(二),24521.0,24445.0,23614.0,23614.0,23090.0,34.0,524.0,5238.0,12460.0,5246.0,638.0,18.0,33.0,64.0,31.0,125.26,125.31,124.47,124.47,125.28,66.23,88.73,107.89,124.98,142.33,164.78,160.86,160.9,165.02,161.71,57.39,57.36,57.74,57.74,57.87,0.0,0.13,33.43,49.77,57.56,58.23,57.13,57.02,60.54,65.43,67.94,59.85
2020-02-26,(三),24505.0,24505.0,23390.0,23390.0,22951.0,37.0,439.0,4823.0,12381.0,5466.0,848.0,24.0,119.0,111.0,27.0,126.34,126.34,125.44,125.44,126.14,69.08,88.5,108.0,125.07,142.4,165.24,167.1,169.0,170.03,163.85,57.14,57.14,57.57,57.57,57.69,0.0,0.12,33.63,49.15,57.0,57.87,57.17,59.14,60.01,70.02,68.81,59.14
2020-02-27,(四),24837.0,24761.0,23737.0,23737.0,23308.0,23.0,429.0,4799.0,12975.0,5299.0,782.0,7.0,99.0,112.0,17.0,126.12,126.13,125.21,125.2,125.87,67.7,88.8,108.17,125.04,142.15,165.29,158.14,166.7,167.39,162.06,57.63,57.62,57.95,57.95,58.05,0.0,0.1,30.19,50.06,57.58,58.0,57.94,60.17,63.8,69.43,69.28,58.26
2020-02-28,(五),26274.0,26274.0,25152.0,25152.0,24873.0,15.0,279.0,4999.0,13469.0,6144.0,936.0,20.0,93.0,144.0,4.0,127.11,127.11,125.99,125.99,126.4,62.76,89.28,108.33,125.06,142.31,165.42,159.47,166.1,169.12,160.0,58.33,58.33,58.66,58.66,58.71,0.0,0.05,27.73,52.23,58.46,58.63,58.65,59.48,58.9,63.28,69.36,66.1
2020-02-29,(六),17716.0,17633.0,16939.0,16939.0,16658.0,9.0,281.0,3648.0,9151.0,3672.0,594.0,20.0,74.0,75.0,18.0,125.7,125.71,124.92,124.92,125.53,68.46,88.75,108.01,124.93,142.4,163.36,158.8,168.4,166.02,162.11,61.12,61.12,61.46,61.46,61.57,0.0,0.11,29.83,52.05,60.86,61.76,61.17,62.57,55.81,75.6,69.47,67.17
2020-03-01,(日),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,(一),25167.0,25088.0,23840.0,23840.0,23456.0,18.0,384.0,4864.0,12453.0,5891.0,998.0,0.0,115.0,133.0,0.0,127.01,127.01,125.83,125.83,126.44,65.87,88.64,108.24,125.21,142.38,164.77,0.0,164.6,167.73,0.0,58.61,58.6,58.98,58.98,59.04,0.0,0.06,30.8,53.27,59.41,59.17,58.07,59.06,0.0,68.34,70.17,0.0
2020-03-03,(二),24229.0,24229.0,23131.0,23131.0,22656.0,52.0,475.0,4760.0,12412.0,5334.0,781.0,25.0,36.0,58.0,31.0,126.05,126.05,125.02,125.02,125.78,64.87,88.81,108.08,124.97,142.35,164.24,161.66,166.9,164.92,165.48,58.49,58.49,58.88,58.88,58.98,0.0,0.1,31.47,52.1,59.19,59.16,58.35,57.5,65.98,63.68,62.55,58.96
2020-03-04,(三),24749.0,24668.0,23631.0,23631.0,23219.0,26.0,412.0,5031.0,12470.0,5538.0,755.0,16.0,51.0,94.0,19.0,126.14,126.15,125.16,125.16,125.81,67.64,88.68,108.27,124.97,142.32,164.39,157.62,164.2,169.97,161.26,58.53,58.51,58.93,58.92,59.0,-0.01,0.07,36.21,52.55,59.1,59.28,58.07,58.11,62.55,63.58,71.74,58.56
2020-03-05,(四),24490.0,24490.0,23435.0,23435.0,23079.0,12.0,356.0,4820.0,12589.0,5431.0,831.0,4.0,120.0,93.0,22.0,126.53,126.53,125.5,125.5,126.06,64.77,88.91,108.16,125.11,142.39,165.74,160.25,166.2,166.66,162.82,58.21,58.21,58.58,58.58,58.66,0.0,0.08,24.83,51.26,58.64,58.72,58.18,58.6,60.87,63.31,70.99,55.22
2020-03-06,(五),26479.0,26400.0,25143.0,25143.0,24789.0,19.0,354.0,4741.0,13508.0,6259.0,1056.0,12.0,108.0,134.0,27.0,127.43,127.44,126.28,126.28,126.81,64.26,89.13,108.27,125.18,142.54,166.43,159.37,168.9,169.12,160.81,58.72,58.7,59.03,59.03,59.1,0.0,0.07,28.14,52.43,59.02,59.15,58.58,60.5,62.73,65.81,71.59,57.76
2020-03-07,(六),17832.0,17832.0,17191.0,17191.0,16959.0,12.0,232.0,3887.0,9132.0,3670.0,672.0,28.0,96.0,128.0,18.0,125.86,125.86,124.97,124.97,125.45,55.25,89.9,108.03,124.75,142.41,166.37,161.91,174.4,168.45,160.56,61.39,61.39,61.63,61.63,61.7,0.0,0.07,19.84,54.5,60.97,61.87,61.26,63.87,58.94,69.79,72.19,60.88
