title,author,star,price,src,href,rank,year
刻意練習：原創者全面解析，比天賦更關鍵的學習法,安德斯‧艾瑞克森（Anders Ericsson）,4.5,190,https://kbimages1-a.akamaihd.net/fd61db57-96d8-4ebc-85ca-c167e027f620/140/215/60/False/oLdTAD0Ozj2s12drBU_-TA.jpg,https://www.kobo.com/tw/zh/ebook/oLdTAD0Ozj2s12drBU_-TA,27,2019
大器可以晚成：當世界沉迷年少得志，耐心是你成功的本事,里奇．卡爾加德(Rich Karlgaard),4.0,226,https://kbimages1-a.akamaihd.net/d592dc83-7999-49e5-acbc-4a2d81ab9845/140/215/60/False/OMPfFss3uTu5VEcQ2NE2ug.jpg,https://www.kobo.com/tw/zh/ebook/OMPfFss3uTu5VEcQ2NE2ug,28,2019
投資最重要的事：一本股神巴菲特讀了兩遍的書,霍華．馬克斯,4.5,234,https://kbimages1-a.akamaihd.net/9102d66a-8009-489d-9219-2a72f0ade0e1/140/215/60/False/nSRxSjjyhjavzfnJTENJXA.jpg,https://www.kobo.com/tw/zh/ebook/nSRxSjjyhjavzfnJTENJXA,29,2019
完成：把不了了之的待辦目標變成以實現的有效練習,喬恩‧阿考夫 Jon Acuff,4.5,208,https://kbimages1-a.akamaihd.net/93e2ef6c-43d3-415e-acf6-b3d4c988a8ac/140/215/60/False/J6OmdSqMHDKveaWHJlTvUA.jpg,https://www.kobo.com/tw/zh/ebook/J6OmdSqMHDKveaWHJlTvUA,30,2019
離開公司，我過得還不錯： 成為自由工作者的理想生活提案,劉揚銘,4.5,177,https://kbimages1-a.akamaihd.net/2b84ea7b-ae98-45dc-9b4e-ae996f75272e/140/215/60/False/Hwy77z5r4zyPk_xqWWvfkg.jpg,https://www.kobo.com/tw/zh/ebook/Hwy77z5r4zyPk_xqWWvfkg,31,2019
安靜是種超能力：寫給內向者的職場進擊指南，話不多，但大家都會聽你說,張瀞仁,4.5,226,https://kbimages1-a.akamaihd.net/513c23be-6ef4-42c3-8729-3ebc436a0e3e/140/215/60/False/TTFnqnRmFjWL4LRzn6AHPw.jpg,https://www.kobo.com/tw/zh/ebook/TTFnqnRmFjWL4LRzn6AHPw,32,2019
江湖在走，法律要懂：法律白話文小學堂,法律白話文運動,4.5,199,https://kbimages1-a.akamaihd.net/bc5b95c7-cc89-4f90-8141-33e8b2b3bae0/140/215/60/False/p91HBoB-Hj6WBh03yOEAfw.jpg,https://www.kobo.com/tw/zh/ebook/p91HBoB-Hj6WBh03yOEAfw,33,2019
高績效心智：全新聰明工作學，讓你成為最厲害的1%,莫頓．韓森Morten T. Hansen,4.5,287,https://kbimages1-a.akamaihd.net/fa4bf64f-3264-4cb6-8e51-a55d6b9612fc/140/215/60/False/EdwP4AoTDTiqwS3WaaPgrg.jpg,https://www.kobo.com/tw/zh/ebook/EdwP4AoTDTiqwS3WaaPgrg,34,2019
蜜蜂與遠雷,恩田陸,4.0,297,https://kbimages1-a.akamaihd.net/32e343c6-9aac-4172-810e-976cb951e5ed/140/215/60/False/OIng5NN2ZzClQMuI-ITUiw.jpg,https://www.kobo.com/tw/zh/ebook/OIng5NN2ZzClQMuI-ITUiw,35,2019
倚天屠龍記合集,金庸,4.5,531,https://kbimages1-a.akamaihd.net/af30d049-b589-44df-a5ac-072862c0093d/140/215/60/False/NXrb__2Q_z-s5bUH2OAOzQ.jpg,https://www.kobo.com/tw/zh/ebook/NXrb__2Q_z-s5bUH2OAOzQ,36,2019
有錢人想的和你不一樣,T. 哈福．艾克,4.5,138,https://kbimages1-a.akamaihd.net/6d81795c-f658-4fd1-94c3-f236c9cfca8f/140/215/60/False/VnVjpr-87TKBHwMpDOEb8w.jpg,https://www.kobo.com/tw/zh/ebook/VnVjpr-87TKBHwMpDOEb8w,37,2019
天龍八部合集,金庸,5.0,664,https://kbimages1-a.akamaihd.net/64ebe263-bcaf-44f2-a262-8efdb5197e9f/140/215/60/False/tPtJqwK1fDiNXcfw99CYGg.jpg,https://www.kobo.com/tw/zh/ebook/tPtJqwK1fDiNXcfw99CYGg,38,2019
射鵰英雄傳合集,金庸,5.0,531,https://kbimages1-a.akamaihd.net/1cc056c3-5f6e-43d1-b249-2828daff8feb/140/215/60/False/PFxm6xFc3T2VxwoDtqKQhA.jpg,https://www.kobo.com/tw/zh/ebook/PFxm6xFc3T2VxwoDtqKQhA,39,2019
神鵰俠侶合集,金庸,5.0,531,https://kbimages1-a.akamaihd.net/8996b4c6-5ac8-41aa-a25a-a0ddfe656594/140/215/60/False/c15Zo7EsrjawK7I90Ac35A.jpg,https://www.kobo.com/tw/zh/ebook/c15Zo7EsrjawK7I90Ac35A,40,2019
笑傲江湖合集,金庸,4.0,531,https://kbimages1-a.akamaihd.net/9194de44-529b-4f34-b0ba-7d898a9d7f83/140/215/60/False/96q_M3heozqqFNDeuIHrIA.jpg,https://www.kobo.com/tw/zh/ebook/96q_M3heozqqFNDeuIHrIA,41,2019
槍炮、病菌與鋼鐵：人類社會的命運‧25週年暢銷紀念版,賈德．戴蒙 Jared Diamond,0.0,265,https://kbimages1-a.akamaihd.net/b960b512-d684-41e0-b398-34b223befe6c/140/215/60/False/SeNBxxR2hzCZdTAAXrWvzw.jpg,https://www.kobo.com/tw/zh/ebook/SeNBxxR2hzCZdTAAXrWvzw,42,2019
情緒賽局：揭開決策背後的情緒機制， 8位諾貝爾經濟學獎得主盛讚，提高人生勝率的 23項贏家邏輯,艾雅爾‧溫特,4.5,250,https://kbimages1-a.akamaihd.net/3f5d5581-9ad2-4795-ba92-12751ff379ef/140/215/60/False/_j35lroLZjKXIFcVS4dK9w.jpg,https://www.kobo.com/tw/zh/ebook/_j35lroLZjKXIFcVS4dK9w,43,2019
鹿鼎記合集,金庸,5.0,664,https://kbimages1-a.akamaihd.net/670f492c-81c8-4a6f-b459-c52421065403/140/215/60/False/sk-BibeVTTK_P1mnTmbrsg.jpg,https://www.kobo.com/tw/zh/ebook/sk-BibeVTTK_P1mnTmbrsg,44,2019
雪山飛狐合集,金庸,5.0,133,https://kbimages1-a.akamaihd.net/00d6f07d-c3eb-4257-820e-47a451f6d49c/140/215/60/False/FXqzbNCLzzqLYkIVk5PoHA.jpg,https://www.kobo.com/tw/zh/ebook/FXqzbNCLzzqLYkIVk5PoHA,45,2019
