title,author,star,price,src,href,rank,year
21世紀的21堂課,哈拉瑞 Yuval Noah Harari,4.5,356,https://kbimages1-a.akamaihd.net/5d774e9b-38cb-4a4d-b0dd-1f0542fc6425/140/215/60/False/6gUeHjagvTyL-UF0OKXi6w.jpg,https://www.kobo.com/tw/zh/ebook/6gUeHjagvTyL-UF0OKXi6w,25,2020
華頓商學院最受歡迎的談判課：上完這堂課，世界都會聽你的【暢銷20萬冊增修版】,史都華．戴蒙,4.0,221,https://kbimages1-a.akamaihd.net/27ad2550-3e23-42e8-968c-92ac9f7aa742/140/215/60/False/ggdrbeOUdD-AAxCGEZ_YRA.jpg,https://www.kobo.com/tw/zh/ebook/ggdrbeOUdD-AAxCGEZ_YRA,26,2020
愛倪暄言 倪暄數位寫真（附影音）,倪暄、莉奈,5.0,236,https://kbimages1-a.akamaihd.net/3795c8e0-dddc-417e-ae01-80674e850179/140/215/60/False/gareZtuvFjuNt1jAoSmZtw.jpg,https://www.kobo.com/tw/zh/ebook/gareZtuvFjuNt1jAoSmZtw,27,2020
ROLAND,ROLAND,4.5,194,https://kbimages1-a.akamaihd.net/547ce411-fd70-460e-b9cd-9dffcd9e337e/140/215/60/False/roland-13.jpg,https://www.kobo.com/tw/zh/ebook/roland-13,28,2020
橡皮擦計畫：兩位天才心理學家，一段改變世界的情誼,麥可．路易士,4.5,235,https://kbimages1-a.akamaihd.net/c5a4546e-4f64-4e88-898d-ddd44afb1fa8/140/215/60/False/E3i5zsRi9Ty7s7tWASwhNg.jpg,https://www.kobo.com/tw/zh/ebook/E3i5zsRi9Ty7s7tWASwhNg,29,2020
掌握市場週期：價值投資大師霍華．馬克斯教你看對市場時機，提高投資勝算,霍華．馬克斯,4.5,249,https://kbimages1-a.akamaihd.net/9ef558db-5cd5-4d51-856d-1d1e7cc5cabd/140/215/60/False/Jd4UKkLedD2QSbltV5s1-A.jpg,https://www.kobo.com/tw/zh/ebook/Jd4UKkLedD2QSbltV5s1-A,30,2020
行為投資金律：現賺4％行為差距紅利，打敗90％資產管理專家的行為獲利法則,丹尼爾．克羅斯比,4.5,249,https://kbimages1-a.akamaihd.net/ddd4b06d-28fb-4b3f-b1fe-6134356616a2/140/215/60/False/E2ed7zGDKTS42owTqTDeSg.jpg,https://www.kobo.com/tw/zh/ebook/E2ed7zGDKTS42owTqTDeSg,31,2020
哈佛法學院的情緒談判課：5大核心情緒策略，創造共贏成果,羅傑‧費雪,4.5,221,https://kbimages1-a.akamaihd.net/701b99c7-e228-4007-a37c-95e534b54f1f/140/215/60/False/3mz3mZmJITiVDKopL4TrIQ.jpg,https://www.kobo.com/tw/zh/ebook/3mz3mZmJITiVDKopL4TrIQ,32,2020
海奧華預言：第九級星球的九日旅程‧奇幻不思議的真實見聞,米歇•戴斯馬克特(Michel Desmarquet),4.5,264,https://kbimages1-a.akamaihd.net/d5037c62-20a0-4aec-b407-401a8905e651/140/215/60/False/LE7TKZdbfTyg22kE9FVPNQ.jpg,https://www.kobo.com/tw/zh/ebook/LE7TKZdbfTyg22kE9FVPNQ,33,2020
教練 : 價值兆元的管理課，賈伯斯、佩吉、皮查不公開教練的高績效團隊心法,艾力克．施密特,4.5,232,https://kbimages1-a.akamaihd.net/7d4d4fb6-b8bc-4596-a128-dea8684c78ee/140/215/60/False/FX4_XiBRrjmrCmU5P6JDbA.jpg,https://www.kobo.com/tw/zh/ebook/FX4_XiBRrjmrCmU5P6JDbA,34,2020
拖延心理學【暢銷35週年增修新版】：為什麼我老是愛拖延？是與生俱來的壞習慣，還是身不由己？,珍‧博克(Jane B. Burka)，萊諾拉‧袁(Lenora M. Yuen),4.5,198,https://kbimages1-a.akamaihd.net/c4991aba-98a2-4e92-979e-ffb4c1634eda/140/215/60/False/cRfjt415iTefgSmETom1dg.jpg,https://www.kobo.com/tw/zh/ebook/cRfjt415iTefgSmETom1dg,35,2020
富爸爸，窮爸爸（二十週年紀念版）,羅勃特‧T‧清崎,4.5,226,https://kbimages1-a.akamaihd.net/7d5362cc-91e0-403f-9003-b5dcdfe35b94/140/215/60/False/wq69VgKE6ziuMLAXnkPsog.jpg,https://www.kobo.com/tw/zh/ebook/wq69VgKE6ziuMLAXnkPsog,36,2020
習慣致富：成為有錢人，你不需要富爸爸，只需要富習慣,湯姆‧柯利（Tom Corley）、麥可‧雅德尼（Michael Yardney）,4.5,237,https://kbimages1-a.akamaihd.net/bc1dd120-7207-489e-92d5-e45de2809f29/140/215/60/False/jGUQM7tbcDSvFEBUvHFE7Q.jpg,https://www.kobo.com/tw/zh/ebook/jGUQM7tbcDSvFEBUvHFE7Q,37,2020
跟著柴鼠學FQ，做自己的提款機,柴鼠兄弟,4.5,210,https://kbimages1-a.akamaihd.net/cb5fcf59-34e5-4351-b88f-f0dbb934e39c/140/215/60/False/fq.jpg,https://www.kobo.com/tw/zh/ebook/fq,38,2020
動盪：國家如何化解危局、成功轉型？,賈德．戴蒙,4.5,327,https://kbimages1-a.akamaihd.net/f9b8c144-24bb-4592-b040-7cbdae4d2487/140/215/60/False/qLr1OoppfDKe0dfaeZ5HKw.jpg,https://www.kobo.com/tw/zh/ebook/qLr1OoppfDKe0dfaeZ5HKw,39,2020
間歇高效率的番茄工作法,法蘭西斯科．西里洛（Francesco Cirillo）,4.0,194,https://kbimages1-a.akamaihd.net/61e33e2f-ced3-41df-ab49-dce7e712e24f/140/215/60/False/klZntOq89TWT6StyeRPIxw.jpg,https://www.kobo.com/tw/zh/ebook/klZntOq89TWT6StyeRPIxw,40,2020
解密陌生人：顛覆識人慣性，看穿表相下的真實人性。,麥爾坎．葛拉威爾,4.0,286,https://kbimages1-a.akamaihd.net/422494f6-b4de-4d3b-8c88-05c89a4e4a51/140/215/60/False/ShuqDz2TLjWcS5TfG1Vsuw.jpg,https://www.kobo.com/tw/zh/ebook/ShuqDz2TLjWcS5TfG1Vsuw,41,2020
風險之書：看人類如何探索、衡量，進而戰勝風險,彼得．伯恩斯坦,4.5,249,https://kbimages1-a.akamaihd.net/ea2f3267-5565-42f2-b93d-8a0c779cb2ea/140/215/60/False/_QoeTFSL4jurPc428psqVg.jpg,https://www.kobo.com/tw/zh/ebook/_QoeTFSL4jurPc428psqVg,42,2020
bestie閨蜜 孟潔×菲菲 數位寫真（含影音）,孟潔、菲菲,4.5,236,https://kbimages1-a.akamaihd.net/31eaabae-b422-41a7-bc72-c795c94a46b6/140/215/60/False/bestie-12.jpg,https://www.kobo.com/tw/zh/ebook/bestie-12,43,2020
最高學以致用法：讓學習發揮最大成果的輸出大全,樺澤紫苑,4.0,252,https://kbimages1-a.akamaihd.net/3e58e953-3609-4aeb-9d21-c078e4d9bebd/140/215/60/False/aRT610crqjG_peVWQdGNEw.jpg,https://www.kobo.com/tw/zh/ebook/aRT610crqjG_peVWQdGNEw,44,2020
沼澤女孩,迪莉婭．歐文斯(Delia Owens),4.5,250,https://kbimages1-a.akamaihd.net/27b8fa0d-f8ed-4dd9-af95-3a5e389de9d1/140/215/60/False/mah-9lCIyDqs5M9aUJh6hQ.jpg,https://www.kobo.com/tw/zh/ebook/mah-9lCIyDqs5M9aUJh6hQ,45,2020
13.67,陳浩基,4.5,208,https://kbimages1-a.akamaihd.net/bff61ac3-66c5-4e52-8130-db4152864e5f/140/215/60/False/eweuud75nzC21wW93rgjqg.jpg,https://www.kobo.com/tw/zh/ebook/eweuud75nzC21wW93rgjqg,46,2020
複利效應：6步驟引爆收入、生活和各項成就倍數成長,戴倫．哈迪,4.5,226,https://kbimages1-a.akamaihd.net/a233e48b-4641-4f0f-8092-6df38f720339/140/215/60/False/MzOQZVyGeT29bQxNltbIVQ.jpg,https://www.kobo.com/tw/zh/ebook/MzOQZVyGeT29bQxNltbIVQ,47,2020
記憶的玩物,布萊克．克勞奇(Blake Crouch),4.0,221,https://kbimages1-a.akamaihd.net/7ae8c2e5-6402-4d6a-8a34-ad1bf2f25120/140/215/60/False/hRrm87RzLDePXF8Bp_s0lw.jpg,https://www.kobo.com/tw/zh/ebook/hRrm87RzLDePXF8Bp_s0lw,48,2020
少才是力量,李奧．巴伯塔,4.5,177,https://kbimages1-a.akamaihd.net/67ee1d87-8235-49b5-a473-da8c799887ad/140/215/60/False/SOObDNLqbTeKP6DFUL_fug.jpg,https://www.kobo.com/tw/zh/ebook/SOObDNLqbTeKP6DFUL_fug,49,2020
說理Ｉ：任何場合都能展現智慧、達成說服的語言技術,傑伊．海因里希斯 Jay Heinrichs,4.5,304,https://kbimages1-a.akamaihd.net/153d2ae0-4366-465d-9083-2dfcde8703a8/140/215/60/False/i-310.jpg,https://www.kobo.com/tw/zh/ebook/i-310,50,2020
情緒賽局：揭開決策背後的情緒機制， 8位諾貝爾經濟學獎得主盛讚，提高人生勝率的 23項贏家邏輯,艾雅爾‧溫特,4.5,232,https://kbimages1-a.akamaihd.net/3f5d5581-9ad2-4795-ba92-12751ff379ef/140/215/60/False/_j35lroLZjKXIFcVS4dK9w.jpg,https://www.kobo.com/tw/zh/ebook/_j35lroLZjKXIFcVS4dK9w,51,2020
大會計師教你從財報數字看懂經營本質,張明輝,4.5,210,https://kbimages1-a.akamaihd.net/421b0e59-233a-4fc1-bcf6-f91ef3e1c331/140/215/60/False/Gav2tl-_rDu276cIXhKRAg.jpg,https://www.kobo.com/tw/zh/ebook/Gav2tl-_rDu276cIXhKRAg,52,2020
起床後的黃金1小時：揭開64位成功人士培養高效率的祕密時光，從他們的創意晨型活動中，建立屬於自己的高生產力、高抗壓生活習慣,班傑明．史鮑(Benjamin Spall)、麥可．桑德(Michael Xander),4.0,214,https://kbimages1-a.akamaihd.net/7bf8b1f5-0b7f-409f-855d-02855e75e390/140/215/60/False/kW9AVCcdgzynezK86dZC6g.jpg,https://www.kobo.com/tw/zh/ebook/kW9AVCcdgzynezK86dZC6g,53,2020
異常流行幻象與群眾瘋狂(二版),查爾斯．麥凱,5.0,321,https://kbimages1-a.akamaihd.net/35ee22e9-3190-446e-888f-27528bbc1d6d/140/215/60/False/wPNqK7A8gjy5EoPSUkbGGA.jpg,https://www.kobo.com/tw/zh/ebook/wPNqK7A8gjy5EoPSUkbGGA,54,2020
大器可以晚成：當世界沉迷年少得志，耐心是你成功的本事,里奇．卡爾加德(Rich Karlgaard),4.5,210,https://kbimages1-a.akamaihd.net/d592dc83-7999-49e5-acbc-4a2d81ab9845/140/215/60/False/OMPfFss3uTu5VEcQ2NE2ug.jpg,https://www.kobo.com/tw/zh/ebook/OMPfFss3uTu5VEcQ2NE2ug,55,2020
主力的思維,cis,4.0,210,https://kbimages1-a.akamaihd.net/e104bb01-d69f-45e5-a449-c5cc8f7bcac0/140/215/60/False/bvXcl8gMSDOL_3_0YIc39g.jpg,https://www.kobo.com/tw/zh/ebook/bvXcl8gMSDOL_3_0YIc39g,56,2020
有錢人想的和你不一樣,T. 哈福．艾克,4.5,138,https://kbimages1-a.akamaihd.net/6d81795c-f658-4fd1-94c3-f236c9cfca8f/140/215/60/False/VnVjpr-87TKBHwMpDOEb8w.jpg,https://www.kobo.com/tw/zh/ebook/VnVjpr-87TKBHwMpDOEb8w,57,2020
一人公司：為什麼小而美是未來企業發展的趨勢,保羅．賈維斯（Paul Jarvis）,4.5,237,https://kbimages1-a.akamaihd.net/4fa30fae-1258-4edc-91da-1f24002b0958/140/215/60/False/XfmtNW3NQDWVSwnAngLmZw.jpg,https://www.kobo.com/tw/zh/ebook/XfmtNW3NQDWVSwnAngLmZw,58,2020
為什麼我們這樣生活，那樣工作？,查爾斯．杜希格,4.5,199,https://kbimages1-a.akamaihd.net/fb91c95d-45b3-47df-9dee-2d6077b53b85/140/215/60/False/NXUCYsE9cD6OWhvtdTqQQQ.jpg,https://www.kobo.com/tw/zh/ebook/NXUCYsE9cD6OWhvtdTqQQQ,59,2020
刻意練習：原創者全面解析，比天賦更關鍵的學習法,安德斯‧艾瑞克森（Anders Ericsson）,4.5,177,https://kbimages1-a.akamaihd.net/fd61db57-96d8-4ebc-85ca-c167e027f620/140/215/60/False/oLdTAD0Ozj2s12drBU_-TA.jpg,https://www.kobo.com/tw/zh/ebook/oLdTAD0Ozj2s12drBU_-TA,60,2020
漫步華爾街的10條投資金律,柏頓‧墨基爾（Burton G. Malkiel）,4.5,210,https://kbimages1-a.akamaihd.net/889e8d0e-2e27-4eb4-ba71-4fc05d698e29/140/215/60/False/qxTZZWhYuzyf4uv8baHXYA.jpg,https://www.kobo.com/tw/zh/ebook/qxTZZWhYuzyf4uv8baHXYA,61,2020
bestie閨蜜 菲菲×孟潔 數位寫真（含影音）,孟潔、菲菲,5.0,236,https://kbimages1-a.akamaihd.net/20030d6e-3547-4df1-b2f9-8886b709e0a5/140/215/60/False/bestie-13.jpg,https://www.kobo.com/tw/zh/ebook/bestie-13,62,2020
絲綢之路：從波斯帝國到當代國際情勢，橫跨兩千五百年人類文明的新世界史（全球暢銷百萬冊，牛津大學史學家Peter Frankopan絕世之作）,彼德‧梵科潘（Peter Frankopan）,5.0,349,https://kbimages1-a.akamaihd.net/a970ef0a-eb11-4355-853e-c3a353c62106/140/215/60/False/peter-frankopan.jpg,https://www.kobo.com/tw/zh/ebook/peter-frankopan,63,2020
獵魔士長篇 1 精靈血,安傑．薩普科夫斯基,5.0,110,https://kbimages1-a.akamaihd.net/bd8bcb40-d4e9-475c-9d74-3e13abdc8b1a/140/215/60/False/bdvT3--nijyXhvU5LinXww.jpg,https://www.kobo.com/tw/zh/ebook/bdvT3--nijyXhvU5LinXww,64,2020
從地理看經濟的44堂公開課：用地圖讀懂44個觀點，破譯經濟新聞背後的真相,宮路秀作,4.0,167,https://kbimages1-a.akamaihd.net/f68cac6b-716f-47fb-9ce7-8ec2ff4901ac/140/215/60/False/esUlDlo6Nj-prCZBqpt7ag.jpg,https://www.kobo.com/tw/zh/ebook/esUlDlo6Nj-prCZBqpt7ag,65,2020
惡血：矽谷獨角獸的醫療騙局！深藏血液裡的祕密、謊言與金錢,約翰．凱瑞魯 John Carreyrou,4.5,238,https://kbimages1-a.akamaihd.net/a623eee7-7cd7-4982-88f1-ee4f7beb75fb/140/215/60/False/bXg84NYYXDWDpfk0RzKCzQ.jpg,https://www.kobo.com/tw/zh/ebook/bXg84NYYXDWDpfk0RzKCzQ,66,2020
讀懂一本書：3300萬會員、22億次收聽「樊登讀書」創始人知識變能力的祕密完整公開,樊登,4.0,226,https://kbimages1-a.akamaihd.net/cc4fe71a-6521-445f-891a-d6ba2b00162c/140/215/60/False/cbKfFukqAj2KL5aHii7Dag.jpg,https://www.kobo.com/tw/zh/ebook/cbKfFukqAj2KL5aHii7Dag,67,2020
自由的窄廊：國家與社會如何決定自由的命運,戴倫．艾塞默魯,4.5,376,https://kbimages1-a.akamaihd.net/10132472-8b60-4c4b-8275-f370e782dad8/140/215/60/False/TUniksWNeTaWrRPzKybBbw.jpg,https://www.kobo.com/tw/zh/ebook/TUniksWNeTaWrRPzKybBbw,68,2020
獵魔士：最後的願望,安傑．薩普科夫斯基,5.0,177,https://kbimages1-a.akamaihd.net/31944b1a-9ae7-4f70-a7a5-6f3fb8479935/140/215/60/False/jIVCthIWrzGyiSciZ4Lmug.jpg,https://www.kobo.com/tw/zh/ebook/jIVCthIWrzGyiSciZ4Lmug,69,2020
練習的心境：學習、職場、人際、教養全適用的刻意練習心法,湯姆士．史坦納,5.0,160,https://kbimages1-a.akamaihd.net/c6bd7db2-1cdd-4c80-90e4-052432bee854/140/215/60/False/RnUCOaXnATS3lRmIQKNDsw.jpg,https://www.kobo.com/tw/zh/ebook/RnUCOaXnATS3lRmIQKNDsw,70,2020
蜜蜂與遠雷,恩田陸,4.5,276,https://kbimages1-a.akamaihd.net/32e343c6-9aac-4172-810e-976cb951e5ed/140/215/60/False/OIng5NN2ZzClQMuI-ITUiw.jpg,https://www.kobo.com/tw/zh/ebook/OIng5NN2ZzClQMuI-ITUiw,71,2020
鬼滅之刃 (10),吾峠呼世晴,5.0,55,https://kbimages1-a.akamaihd.net/352c4158-0393-4085-83d7-e1d431808f8d/140/215/60/False/RaeeJzknUTKEjeKVyslovQ.jpg,https://www.kobo.com/tw/zh/ebook/RaeeJzknUTKEjeKVyslovQ,72,2020
鬼滅之刃 (11),吾峠呼世晴,5.0,55,https://kbimages1-a.akamaihd.net/131b98ba-032c-45ee-93e4-4be7ede7f581/140/215/60/False/cNso5rMaxTKxzXu91OQ6fg.jpg,https://www.kobo.com/tw/zh/ebook/cNso5rMaxTKxzXu91OQ6fg,73,2020
學會改變,奇普‧希思、丹‧希思 （Chip Heath and Dan Heath）,4.5,205,https://kbimages1-a.akamaihd.net/47d22aa7-9e16-453a-add4-570c86759022/140/215/60/False/0ErtvHpAeT2INQJH25nJrg.jpg,https://www.kobo.com/tw/zh/ebook/0ErtvHpAeT2INQJH25nJrg,74,2020
漫步華爾街（暢銷45週年全新增訂版）：超越股市漲跌的成功投資策略,墨基爾Burton G. Malkiel,4.0,296,https://kbimages1-a.akamaihd.net/20ec78e6-a92c-44df-9b30-e59972abb544/140/215/60/False/YtUTQEE0ejWfSqbj2eNFzQ.jpg,https://www.kobo.com/tw/zh/ebook/YtUTQEE0ejWfSqbj2eNFzQ,75,2020
莎士比亞故事集：（莎翁四百周年紀念版：全新譯本、附莎劇人物關係表、莎劇豆知識）,莎士比亞（William Shakespeare）原著，蘭姆姊弟（Mary & Charles Lamb）改寫,4.5,182,https://kbimages1-a.akamaihd.net/f8c1f7cd-b048-4efa-9286-363b3da15d85/140/215/60/False/VStn7tBq0jyp-TNE1EZ7ZQ.jpg,https://www.kobo.com/tw/zh/ebook/VStn7tBq0jyp-TNE1EZ7ZQ,76,2020
鬼滅之刃 (9),吾峠呼世晴,4.5,55,https://kbimages1-a.akamaihd.net/f09f46f9-12ac-424e-b148-073a1eb10fd8/140/215/60/False/4FK9LF1_AD6WqPP27nZgFg.jpg,https://www.kobo.com/tw/zh/ebook/4FK9LF1_AD6WqPP27nZgFg,77,2020
賺錢，更賺自由的FIRE理財族,史考特．瑞肯斯（Scott Rieckens）,3.5,199,https://kbimages1-a.akamaihd.net/e6c130b8-6346-4ae2-a572-1651f349b56d/140/215/60/False/fire-131.jpg,https://www.kobo.com/tw/zh/ebook/fire-131,78,2020
鬼滅之刃 (8),吾峠呼世晴,5.0,55,https://kbimages1-a.akamaihd.net/c47742e9-5cda-4777-ad61-e0d89e399320/140/215/60/False/zu_IxQJCCjGegWfSBh0Zsw.jpg,https://www.kobo.com/tw/zh/ebook/zu_IxQJCCjGegWfSBh0Zsw,79,2020
洞悉市場的人：量化交易之父吉姆‧西蒙斯與文藝復興公司的故事,古格里．祖克曼Gregory Zuckerman,4.5,326,https://kbimages1-a.akamaihd.net/6e26a0c8-539f-4131-8f02-ed5f02d4f536/140/215/60/False/3vLx0R6z3TuCSWCA19W1cg.jpg,https://www.kobo.com/tw/zh/ebook/3vLx0R6z3TuCSWCA19W1cg,80,2020
鬼滅之刃 (13),吾峠呼世晴,4.5,55,https://kbimages1-a.akamaihd.net/1ca1aeb8-3dbf-4321-ad84-3d9a71da9ec0/140/215/60/False/K8kEnbxYrT68-6FhUucn7w.jpg,https://www.kobo.com/tw/zh/ebook/K8kEnbxYrT68-6FhUucn7w,81,2020
鬼滅之刃 (12),吾峠呼世晴,5.0,55,https://kbimages1-a.akamaihd.net/16dd7f67-0c1c-4b74-9f1d-977eed878134/140/215/60/False/B4g5lnmzaDivsG2umcze-Q.jpg,https://www.kobo.com/tw/zh/ebook/B4g5lnmzaDivsG2umcze-Q,82,2020
