date,A1,A2,A3,A375,A395,A75,A7595,A95115,A115135,A135155,A155,A155A,A155B,A155C,A155D,B1,B2,B3,B375,B395,B75,B7595,B95115,B115135,B135155,B155,B155A,B155B,B155C,B155D,C1,C2,C3,C375,C395,C375D,C395D,C75,C7595,C95115,C115135,C135155,C155,C155A,C155B,C155C,C155D,P1_A,P2_A,P3_A,P75_A,P7595_A,P95115_A,P115135_A,P135155_A,P155_A,P1_B,P2_B,P3_B,P75_B,P7595_B,P95115_B,P115135_B,P135155_B,P155_B,P1_C,P2_C,P3_C,P75_C,P7595_C,P95115_C,P115135_C,P135155_C,P155_C
2000-09,628192.0,628192.0,611968.0,611968.0,552828.0,2462.0,59140.0,412228.0,140600.0,0.0,0.0,0.0,0.0,0.0,0.0,109.4,109.4,109.14,109.14,111.28,68.64,89.12,106.75,124.56,0.0,0.0,0.0,0.0,0.0,0.0,50.22,50.22,50.56,50.56,50.8,0.0,0.24,36.65,47.76,50.63,51.22,0.0,0.0,0.0,0.0,0.0,0.0,1078.0,0,1071.0,0.0,1071.0,0.0,0.0,0,0,88.09,0,88.15,0.0,88.15,0.0,0.0,0,0,53.94,0,53.98,0.0,53.98,0.0,0.0,0,0
2000-10,678477.0,678477.0,658382.0,658382.0,608489.0,1988.0,49893.0,425131.0,183358.0,0.0,0.0,0.0,0.0,0.0,0.0,111.12,111.12,110.79,110.79,112.54,73.01,89.43,107.35,124.56,0.0,0.0,0.0,0.0,0.0,0.0,45.83,45.83,46.13,46.13,46.24,0.0,0.11,34.76,44.48,46.24,46.24,0.0,0.0,0.0,0.0,0.0,0.0,1541.0,0,1535.0,0.0,1535.0,0.0,0.0,0,0,89.36,0,89.39,0.0,89.39,0.0,0.0,0,0,56.93,0,51.61,0.0,51.61,0.0,0.0,0,0
2000-11,688986.0,688986.0,668052.0,668052.0,626246.0,1453.0,41806.0,406393.0,219853.0,0.0,0.0,0.0,0.0,0.0,0.0,113.01,113.0,112.55,112.55,114.08,68.52,89.64,108.09,125.16,0.0,0.0,0.0,0.0,0.0,0.0,42.27,42.27,42.45,42.45,42.51,-0.0,0.06,35.82,41.34,42.65,42.29,0.0,0.0,0.0,0.0,0.0,0.0,981.0,0,974.0,0.0,722.0,252.0,0.0,0,0,81.33,0,93.14,0.0,91.07,99.08,0.0,0,0,48.22,0,48.4,0.0,47.93,49.63,0.0,0,0
2000-12,752907.0,752907.0,733087.0,733087.0,690177.0,1472.0,42910.0,429113.0,261064.0,0.0,0.0,0.0,0.0,0.0,0.0,113.98,113.98,113.69,113.68,115.19,68.75,89.45,108.75,125.78,0.0,0.0,0.0,0.0,0.0,0.0,40.47,40.46,40.69,40.69,40.77,0.0,0.08,30.29,39.05,40.83,40.69,0.0,0.0,0.0,0.0,0.0,0.0,1818.0,0,1807.0,0.0,886.0,921.0,0.0,0,0,94.45,0,94.5,0.0,92.77,96.15,0.0,0,0,46.56,0,46.61,0.0,45.94,47.24,0.0,0,0
2001-01,766748.0,766748.0,749348.0,749348.0,691614.0,1457.0,57734.0,447574.0,244040.0,0.0,0.0,0.0,0.0,0.0,0.0,112.55,112.55,112.33,112.33,114.24,68.88,89.49,108.11,125.47,0.0,0.0,0.0,0.0,0.0,0.0,40.51,40.51,40.72,40.72,40.84,-0.0,0.12,29.41,38.89,40.76,40.97,0.0,0.0,0.0,0.0,0.0,0.0,2068.0,0,2062.0,0.0,1921.0,141.0,0.0,0,0,91.67,0,91.54,0.0,91.02,98.6,0.0,0,0,43.98,0,43.9,0.0,43.73,46.04,0.0,0,0
2001-02,626412.0,626412.0,611653.0,611653.0,566046.0,1438.0,45607.0,360233.0,205813.0,0.0,0.0,0.0,0.0,0.0,0.0,112.42,112.42,112.37,112.38,114.24,69.06,89.26,108.08,125.02,0.0,0.0,0.0,0.0,0.0,0.0,40.36,40.37,40.6,40.61,40.69,0.0,0.09,29.65,39.2,40.79,40.55,0.0,0.0,0.0,0.0,0.0,0.0,1235.0,0,1231.0,0.0,1231.0,0.0,0.0,0,0,87.94,0,87.88,0.0,87.88,0.0,0.0,0,0,44.2,0,44.24,0.0,44.24,0.0,0.0,0,0
2001-03,727191.0,727191.0,709095.0,709095.0,655822.0,1658.0,53273.0,410927.0,244895.0,0.0,0.0,0.0,0.0,0.0,0.0,113.09,113.1,112.74,112.74,114.66,68.7,89.16,108.34,125.25,0.0,0.0,0.0,0.0,0.0,0.0,39.87,39.87,40.14,40.13,40.21,-0.0,0.08,29.18,38.87,40.3,40.09,0.0,0.0,0.0,0.0,0.0,0.0,1536.0,0,1534.0,0.0,1426.0,108.0,0.0,0,0,88.3,0,88.34,0.0,88.21,90.1,0.0,0,0,42.83,0,42.85,0.0,42.85,42.95,0.0,0,0
2001-04,704442.0,704442.0,685646.0,685646.0,632824.0,1651.0,52822.0,391881.0,240943.0,0.0,0.0,0.0,0.0,0.0,0.0,113.29,113.29,112.99,113.0,114.99,68.95,89.11,108.45,125.63,0.0,0.0,0.0,0.0,0.0,0.0,39.64,39.64,39.88,39.88,39.98,-0.0,0.09,28.44,38.44,39.94,40.03,0.0,0.0,0.0,0.0,0.0,0.0,1503.0,0,1502.0,0.0,1502.0,0.0,0.0,0,0,88.8,0,88.79,0.0,88.79,0.0,0.0,0,0,43.1,0,43.17,0.0,43.17,0.0,0.0,0,0
2001-05,694292.0,694292.0,675431.0,675431.0,612746.0,2147.0,62685.0,399476.0,213270.0,0.0,0.0,0.0,0.0,0.0,0.0,111.98,111.99,111.66,111.66,113.97,74.64,89.08,107.75,125.61,0.0,0.0,0.0,0.0,0.0,0.0,38.25,38.25,38.54,38.54,38.68,-0.0,0.14,27.39,36.76,38.56,38.88,0.0,0.0,0.0,0.0,0.0,0.0,1647.0,0,1644.0,0.0,1644.0,0.0,0.0,0,0,88.99,0,88.3,0.0,88.3,0.0,0.0,0,0,41.47,0,41.44,0.0,41.44,0.0,0.0,0,0
2001-06,672234.0,672234.0,653018.0,653018.0,578653.0,2485.0,74365.0,404822.0,173831.0,0.0,0.0,0.0,0.0,0.0,0.0,110.21,110.2,109.92,109.92,112.6,71.32,89.09,107.13,125.33,0.0,0.0,0.0,0.0,0.0,0.0,40.3,40.3,40.59,40.59,40.88,0.0,0.29,27.68,37.79,40.43,41.77,0.0,0.0,0.0,0.0,0.0,0.0,1590.0,0,1586.0,0.0,1279.0,307.0,0.0,0,0,90.35,0,90.32,0.0,88.89,96.26,0.0,0,0,44.17,0,44.18,0.0,42.57,50.36,0.0,0,0
2001-07,656525.0,656525.0,636725.0,636725.0,550184.0,3043.0,86541.0,408255.0,141929.0,0.0,0.0,0.0,0.0,0.0,0.0,108.31,108.31,108.18,108.17,111.16,69.62,89.17,106.44,124.75,0.0,0.0,0.0,0.0,0.0,0.0,41.75,41.75,42.09,42.08,42.43,-0.0,0.34,28.05,39.33,42.07,43.32,0.0,0.0,0.0,0.0,0.0,0.0,1393.0,0,1390.0,0.0,1390.0,0.0,0.0,0,0,86.3,0,86.33,0.0,86.33,0.0,0.0,0,0,43.09,0,43.11,0.0,43.11,0.0,0.0,0,0
2001-08,723853.0,723853.0,700543.0,700543.0,616097.0,2905.0,84446.0,452180.0,163917.0,0.0,0.0,0.0,0.0,0.0,0.0,108.81,108.81,108.62,108.62,111.28,68.39,89.25,106.53,124.38,0.0,0.0,0.0,0.0,0.0,0.0,43.99,43.98,44.32,44.31,44.56,-0.0,0.25,31.17,42.07,44.22,45.37,0.0,0.0,0.0,0.0,0.0,0.0,1355.0,0,1354.0,0.0,1254.0,100.0,0.0,0,0,89.38,0,89.36,0.0,88.66,98.1,0.0,0,0,46.68,0,46.68,0.0,46.53,48.36,0.0,0,0
2001-09,679066.0,679066.0,658560.0,658560.0,595085.0,2460.0,63475.0,420198.0,174887.0,0.0,0.0,0.0,0.0,0.0,0.0,110.03,110.03,109.87,109.87,112.06,72.89,89.34,106.92,124.4,0.0,0.0,0.0,0.0,0.0,0.0,40.66,40.66,40.95,40.95,41.14,0.0,0.2,27.95,38.65,40.72,42.02,0.0,0.0,0.0,0.0,0.0,0.0,1763.0,0,1762.0,0.0,1762.0,0.0,0.0,0,0,89.55,0,89.55,0.0,89.55,0.0,0.0,0,0,46.4,0,46.4,0.0,46.4,0.0,0.0,0,0
2001-10,708980.0,708980.0,687407.0,687407.0,631671.0,2013.0,55736.0,409960.0,221711.0,0.0,0.0,0.0,0.0,0.0,0.0,112.15,112.15,111.78,111.78,113.75,68.98,89.4,107.7,124.93,0.0,0.0,0.0,0.0,0.0,0.0,38.23,38.23,38.52,38.52,38.65,-0.0,0.13,26.47,36.63,38.48,38.93,0.0,0.0,0.0,0.0,0.0,0.0,1613.0,0,1613.0,0.0,1507.0,106.0,0.0,0,0,90.91,0,90.91,0.0,90.59,95.4,0.0,0,0,42.84,0,42.84,0.0,42.66,45.19,0.0,0,0
2001-11,698531.0,698531.0,678555.0,678555.0,632329.0,1458.0,46226.0,383093.0,249236.0,0.0,0.0,0.0,0.0,0.0,0.0,113.81,113.81,113.44,113.44,115.21,68.21,89.3,108.5,125.51,0.0,0.0,0.0,0.0,0.0,0.0,37.47,37.47,37.72,37.72,37.81,0.0,0.09,26.33,36.22,37.72,37.92,0.0,0.0,0.0,0.0,0.0,0.0,1739.0,0,1739.0,0.0,1265.0,474.0,0.0,0,0,93.65,0,93.65,0.0,92.56,96.56,0.0,0,0,42.23,0,42.23,0.0,41.94,42.96,0.0,0,0
2001-12,744872.0,744872.0,724304.0,724304.0,674945.0,1437.0,49359.0,402416.0,272529.0,0.0,0.0,0.0,0.0,0.0,0.0,114.26,114.26,113.76,113.76,115.55,68.23,89.27,108.72,125.65,0.0,0.0,0.0,0.0,0.0,0.0,37.2,37.21,37.46,37.46,37.56,-0.0,0.1,25.93,35.7,37.46,37.68,0.0,0.0,0.0,0.0,0.0,0.0,1874.0,0,1874.0,0.0,1374.0,500.0,0.0,0,0,93.31,0,93.31,0.0,92.43,95.72,0.0,0,0,41.57,0,41.57,0.0,41.09,42.83,0.0,0,0
2002-01,770104.0,770104.0,749534.0,749534.0,696617.0,1465.0,52917.0,423199.0,273418.0,0.0,0.0,0.0,0.0,0.0,0.0,113.85,113.85,113.39,113.39,115.22,68.33,89.33,108.59,125.49,0.0,0.0,0.0,0.0,0.0,0.0,40.3,40.3,40.55,40.55,40.69,0.0,0.13,27.71,38.32,40.42,41.04,0.0,0.0,0.0,0.0,0.0,0.0,1202.0,0,1202.0,0.0,333.0,869.0,0.0,0,0,95.62,0,95.62,0.0,93.72,96.35,0.0,0,0,45.45,0,45.45,0.0,44.91,45.65,0.0,0,0
2002-02,636668.0,636668.0,622342.0,622342.0,575442.0,1089.0,46900.0,362790.0,212652.0,0.0,0.0,0.0,0.0,0.0,0.0,112.94,112.94,112.53,112.53,114.3,69.09,90.83,108.15,124.8,0.0,0.0,0.0,0.0,0.0,0.0,39.81,39.81,40.03,40.03,40.18,-0.0,0.15,27.08,37.66,39.88,40.63,0.0,0.0,0.0,0.0,0.0,0.0,1870.0,0,1870.0,0.0,1640.0,230.0,0.0,0,0,92.59,0,92.59,0.0,92.1,96.07,0.0,0,0,44.12,0,44.12,0.0,43.9,45.61,0.0,0,0
2002-03,727668.0,727668.0,708301.0,708301.0,664573.0,1353.0,43728.0,391658.0,272915.0,0.0,0.0,0.0,0.0,0.0,0.0,114.41,114.41,113.88,113.88,115.49,68.89,89.36,108.72,125.22,0.0,0.0,0.0,0.0,0.0,0.0,37.41,37.41,37.66,37.66,37.76,-0.0,0.1,25.15,35.7,37.71,37.82,0.0,0.0,0.0,0.0,0.0,0.0,1538.0,0,1538.0,0.0,1056.0,482.0,0.0,0,0,93.88,0,93.88,0.0,93.08,95.64,0.0,0,0,42.0,0,42.0,0.0,41.55,42.96,0.0,0,0
2002-04,673604.0,673604.0,656487.0,656487.0,612289.0,1383.0,44198.0,371638.0,240651.0,0.0,0.0,0.0,0.0,0.0,0.0,113.92,113.92,113.43,113.43,115.16,68.53,89.46,108.45,125.51,0.0,0.0,0.0,0.0,0.0,0.0,36.83,36.83,37.06,37.06,37.19,0.0,0.13,25.85,34.78,36.98,37.47,0.0,0.0,0.0,0.0,0.0,0.0,1590.0,0,1590.0,0.0,1092.0,498.0,0.0,0,0,94.67,0,94.67,0.0,93.09,98.13,0.0,0,0,41.91,0,41.91,0.0,41.49,42.79,0.0,0,0
2002-05,665933.0,665933.0,649538.0,649538.0,598623.0,1532.0,50915.0,382197.0,216426.0,0.0,0.0,0.0,0.0,0.0,0.0,112.77,112.76,112.28,112.27,114.22,68.9,89.44,108.01,125.18,0.0,0.0,0.0,0.0,0.0,0.0,41.1,41.09,41.36,41.35,41.52,-0.0,0.17,28.55,38.85,41.25,41.93,0.0,0.0,0.0,0.0,0.0,0.0,1501.0,0,1501.0,0.0,508.0,993.0,0.0,0,0,96.03,0,96.03,0.0,93.49,97.34,0.0,0,0,43.6,0,43.6,0.0,43.2,43.79,0.0,0,0
2002-06,612303.0,612303.0,595831.0,595831.0,543010.0,1573.0,52821.0,363939.0,179071.0,0.0,0.0,0.0,0.0,0.0,0.0,111.64,111.64,111.25,111.25,113.37,68.92,89.48,107.52,125.26,0.0,0.0,0.0,0.0,0.0,0.0,45.93,45.93,46.24,46.24,46.53,-0.0,0.28,30.6,42.51,45.88,47.66,0.0,0.0,0.0,0.0,0.0,0.0,1595.0,0,1595.0,0.0,1202.0,393.0,0.0,0,0,92.98,0,92.98,0.0,91.78,96.66,0.0,0,0,49.89,0,49.89,0.0,49.62,50.69,0.0,0,0
2002-07,630606.0,630606.0,613895.0,613895.0,548113.0,1949.0,65782.0,385647.0,162466.0,0.0,0.0,0.0,0.0,0.0,0.0,110.34,110.34,109.89,109.89,112.33,68.35,89.6,107.07,124.82,0.0,0.0,0.0,0.0,0.0,0.0,46.64,46.63,46.98,46.97,47.26,-0.0,0.29,32.6,43.93,46.79,48.23,0.0,0.0,0.0,0.0,0.0,0.0,1464.0,0,1464.0,0.0,1282.0,182.0,0.0,0,0,91.81,0,91.81,0.0,91.28,95.52,0.0,0,0,48.76,0,48.76,0.0,48.74,48.87,0.0,0,0
2002-08,657942.0,657942.0,641067.0,641067.0,577225.0,2113.0,63842.0,404498.0,172727.0,0.0,0.0,0.0,0.0,0.0,0.0,110.34,110.34,110.01,110.01,112.29,74.73,89.44,107.0,124.66,0.0,0.0,0.0,0.0,0.0,0.0,48.43,48.43,48.74,48.74,49.0,-0.0,0.26,36.62,45.73,48.49,50.04,0.0,0.0,0.0,0.0,0.0,0.0,1617.0,0,1617.0,0.0,1469.0,148.0,0.0,0,0,91.24,0,91.24,0.0,90.56,98.0,0.0,0,0,52.32,0,52.32,0.0,52.22,53.26,0.0,0,0
2002-09,644939.0,644939.0,628569.0,628569.0,571039.0,1683.0,57530.0,396694.0,174345.0,0.0,0.0,0.0,0.0,0.0,0.0,110.68,110.68,110.27,110.27,112.36,70.59,89.49,107.1,124.33,0.0,0.0,0.0,0.0,0.0,0.0,45.8,45.8,46.09,46.1,46.36,0.01,0.27,31.28,42.83,45.84,47.38,0.0,0.0,0.0,0.0,0.0,0.0,1734.0,0,1734.0,0.0,1734.0,0.0,0.0,0,0,89.06,0,89.06,0.0,89.06,0.0,0.0,0,0,49.86,0,49.86,0.0,49.86,0.0,0.0,0,0
2002-10,688133.0,688133.0,670146.0,670146.0,620680.0,1514.0,49466.0,403255.0,217425.0,0.0,0.0,0.0,0.0,0.0,0.0,112.35,112.36,111.86,111.87,113.69,68.67,89.04,107.75,124.7,0.0,0.0,0.0,0.0,0.0,0.0,45.39,45.39,45.66,45.67,45.84,0.0,0.17,32.07,42.92,45.48,46.41,0.0,0.0,0.0,0.0,0.0,0.0,1754.0,0,1754.0,0.0,1754.0,0.0,0.0,0,0,90.93,0,90.93,0.0,90.93,0.0,0.0,0,0,48.8,0,48.8,0.0,48.8,0.0,0.0,0,0
2002-11,655227.0,655227.0,639533.0,639533.0,601249.0,1229.0,38284.0,359365.0,241884.0,0.0,0.0,0.0,0.0,0.0,0.0,114.14,114.14,113.69,113.69,115.27,68.37,88.85,108.46,125.39,0.0,0.0,0.0,0.0,0.0,0.0,47.12,47.13,47.36,47.36,47.48,0.0,0.12,35.18,45.05,47.23,47.8,0.0,0.0,0.0,0.0,0.0,0.0,1720.0,0,1720.0,0.0,1593.0,127.0,0.0,0,0,92.13,0,92.13,0.0,91.89,95.2,0.0,0,0,50.57,0,50.57,0.0,50.31,53.62,0.0,0,0
2002-12,673122.0,673122.0,654357.0,654357.0,617756.0,1257.0,36601.0,347994.0,269762.0,0.0,0.0,0.0,0.0,0.0,0.0,115.58,115.58,114.92,114.91,116.45,68.35,89.04,109.03,126.01,0.0,0.0,0.0,0.0,0.0,0.0,47.87,47.87,48.16,48.16,48.28,0.0,0.12,34.48,45.56,48.07,48.52,0.0,0.0,0.0,0.0,0.0,0.0,1966.0,0,1966.0,0.0,1854.0,112.0,0.0,0,0,92.33,0,92.33,0.0,92.08,96.4,0.0,0,0,51.77,0,51.77,0.0,51.7,52.91,0.0,0,0
2003-01,840144.0,840144.0,819798.0,819798.0,776586.0,1325.0,43212.0,431728.0,344858.0,0.0,0.0,0.0,0.0,0.0,0.0,115.83,115.83,115.26,115.27,116.71,68.74,89.32,109.15,126.18,0.0,0.0,0.0,0.0,0.0,0.0,49.51,49.51,49.76,49.76,49.88,-0.0,0.12,35.65,46.91,49.66,50.12,0.0,0.0,0.0,0.0,0.0,0.0,1931.0,0,1931.0,0.0,1638.0,293.0,0.0,0,0,93.25,0,93.25,0.0,92.71,96.3,0.0,0,0,54.68,0,54.68,0.0,54.36,56.43,0.0,0,0
2003-02,485407.0,485407.0,474020.0,474020.0,450185.0,840.0,23835.0,249136.0,201049.0,0.0,0.0,0.0,0.0,0.0,0.0,115.61,115.61,115.16,115.17,116.53,68.87,89.39,108.99,125.88,0.0,0.0,0.0,0.0,0.0,0.0,46.05,46.04,46.24,46.24,46.32,0.0,0.09,33.32,44.19,46.37,46.27,0.0,0.0,0.0,0.0,0.0,0.0,1153.0,0,1153.0,0.0,768.0,385.0,0.0,0,0,93.81,0,93.81,0.0,92.72,95.98,0.0,0,0,53.24,0,53.24,0.0,52.91,53.86,0.0,0,0
2003-03,673239.0,673239.0,656432.0,656432.0,624778.0,1116.0,31654.0,329956.0,294822.0,0.0,0.0,0.0,0.0,0.0,0.0,116.65,116.65,116.22,116.21,117.59,68.83,89.04,109.54,126.6,0.0,0.0,0.0,0.0,0.0,0.0,45.62,45.62,45.82,45.82,45.9,0.0,0.08,34.46,43.9,45.92,45.88,0.0,0.0,0.0,0.0,0.0,0.0,1657.0,0,1657.0,0.0,768.0,889.0,0.0,0,0,94.36,0,94.36,0.0,92.1,96.31,0.0,0,0,50.35,0,50.35,0.0,49.24,51.26,0.0,0,0
2003-04,641031.0,641031.0,625329.0,625329.0,593523.0,1222.0,31806.0,319348.0,274175.0,0.0,0.0,0.0,0.0,0.0,0.0,116.38,116.38,115.62,115.62,117.04,69.06,89.08,108.92,126.49,0.0,0.0,0.0,0.0,0.0,0.0,46.47,46.47,46.69,46.69,46.78,-0.0,0.09,34.03,44.43,46.74,46.82,0.0,0.0,0.0,0.0,0.0,0.0,1819.0,0,1819.0,0.0,1166.0,653.0,0.0,0,0,93.96,0,93.96,0.0,92.42,96.71,0.0,0,0,51.32,0,51.32,0.0,50.68,52.41,0.0,0,0
2003-05,670693.0,670693.0,653846.0,653846.0,612535.0,1720.0,41311.0,358325.0,254210.0,0.0,0.0,0.0,0.0,0.0,0.0,114.95,114.95,114.58,114.58,116.32,68.88,88.77,109.27,126.27,0.0,0.0,0.0,0.0,0.0,0.0,50.15,50.15,50.42,50.41,50.56,-0.0,0.14,36.58,47.54,50.3,50.87,0.0,0.0,0.0,0.0,0.0,0.0,1530.0,0,1530.0,0.0,983.0,547.0,0.0,0,0,92.82,0,92.82,0.0,90.72,96.6,0.0,0,0,53.03,0,53.03,0.0,52.43,54.04,0.0,0,0
2003-06,555661.0,555661.0,542216.0,542216.0,501808.0,2062.0,40408.0,315917.0,185891.0,0.0,0.0,0.0,0.0,0.0,0.0,113.21,113.21,112.84,112.84,114.76,80.48,89.0,108.36,125.62,0.0,0.0,0.0,0.0,0.0,0.0,52.97,52.97,53.26,53.26,53.45,-0.0,0.18,42.38,50.29,53.12,53.93,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,0,1550.0,0.0,1253.0,297.0,0.0,0,0,92.3,0,92.3,0.0,91.56,95.43,0.0,0,0,56.42,0,56.42,0.0,56.19,57.32,0.0,0,0
2003-07,594658.0,594658.0,578822.0,578822.0,530101.0,1928.0,48721.0,349101.0,181000.0,0.0,0.0,0.0,0.0,0.0,0.0,112.2,112.2,111.79,111.79,113.88,68.63,89.01,107.8,125.61,0.0,0.0,0.0,0.0,0.0,0.0,59.1,59.1,59.46,59.45,59.63,-0.0,0.17,42.72,57.0,59.42,59.98,0.0,0.0,0.0,0.0,0.0,0.0,1439.0,0,1439.0,0.0,1439.0,0.0,0.0,0,0,91.14,0,91.14,0.0,91.14,0.0,0.0,0,0,60.42,0,60.42,0.0,60.42,0.0,0.0,0,0
2003-08,608234.0,608234.0,591943.0,591943.0,537531.0,2131.0,54412.0,368425.0,169106.0,0.0,0.0,0.0,0.0,0.0,0.0,110.99,110.99,110.66,110.66,112.82,68.61,89.34,107.19,125.09,0.0,0.0,0.0,0.0,0.0,0.0,58.67,58.68,59.02,59.03,59.26,0.0,0.24,40.7,56.09,59.0,59.75,0.0,0.0,0.0,0.0,0.0,0.0,1421.0,0,1421.0,0.0,1415.0,6.0,0.0,0,0,88.62,0,88.62,0.0,88.53,108.4,0.0,0,0,63.22,0,63.22,0.0,63.18,71.6,0.0,0,0
2003-09,609250.0,609250.0,592917.0,592917.0,544426.0,2011.0,48491.0,369070.0,175356.0,0.0,0.0,0.0,0.0,0.0,0.0,111.47,111.48,110.98,110.98,112.9,75.64,89.32,107.27,124.76,0.0,0.0,0.0,0.0,0.0,0.0,57.88,57.88,58.23,58.23,58.46,-0.0,0.23,43.1,55.0,58.17,58.99,0.0,0.0,0.0,0.0,0.0,0.0,1368.0,0,1368.0,0.0,1368.0,0.0,0.0,0,0,88.05,0,88.05,0.0,88.05,0.0,0.0,0,0,61.38,0,61.38,0.0,61.38,0.0,0.0,0,0
2003-10,638398.0,638398.0,622175.0,622175.0,580086.0,1577.0,42089.0,358964.0,221122.0,0.0,0.0,0.0,0.0,0.0,0.0,113.33,113.33,112.97,112.97,114.66,68.54,89.66,108.22,125.12,0.0,0.0,0.0,0.0,0.0,0.0,58.14,58.14,58.47,58.47,58.61,-0.01,0.14,41.08,55.97,58.46,58.82,0.0,0.0,0.0,0.0,0.0,0.0,1383.0,0,1383.0,0.0,1279.0,104.0,0.0,0,0,89.75,0,89.75,0.0,89.28,95.5,0.0,0,0,62.14,0,62.14,0.0,62.03,63.34,0.0,0,0
2003-11,601858.0,601858.0,585514.0,585514.0,554972.0,1245.0,30542.0,308798.0,246174.0,0.0,0.0,0.0,0.0,0.0,0.0,115.65,115.64,115.14,115.14,116.56,68.47,89.43,109.13,125.88,0.0,0.0,0.0,0.0,0.0,0.0,57.19,57.19,57.51,57.51,57.6,0.0,0.09,40.93,55.35,57.62,57.58,0.0,0.0,0.0,0.0,0.0,0.0,1718.0,0,1718.0,0.0,1718.0,0.0,0.0,0,0,91.71,0,91.71,0.0,91.71,0.0,0.0,0,0,63.04,0,63.04,0.0,63.04,0.0,0.0,0,0
2003-12,672448.0,672448.0,654090.0,654090.0,621471.0,1371.0,32619.0,329240.0,292231.0,0.0,0.0,0.0,0.0,0.0,0.0,116.64,116.64,116.18,116.18,117.6,68.5,89.17,109.56,126.66,0.0,0.0,0.0,0.0,0.0,0.0,57.25,57.25,57.56,57.56,57.66,0.0,0.1,39.67,55.15,57.67,57.65,0.0,0.0,0.0,0.0,0.0,0.0,1427.0,0,1427.0,0.0,1406.0,21.0,0.0,0,0,92.16,0,92.16,0.0,92.08,98.11,0.0,0,0,61.95,0,61.95,0.0,61.87,67.39,0.0,0,0
2004-01,678606.0,678606.0,663020.0,663020.0,630725.0,1174.0,32295.0,337528.0,293197.0,0.0,0.0,0.0,0.0,0.0,0.0,116.46,116.46,116.11,116.12,117.5,68.87,89.19,109.45,126.76,0.0,0.0,0.0,0.0,0.0,0.0,57.84,57.84,58.08,58.08,58.18,0.0,0.11,40.95,55.47,58.19,58.18,0.0,0.0,0.0,0.0,0.0,0.0,1759.0,0,1759.0,0.0,1759.0,0.0,0.0,0,0,91.57,0,91.57,0.0,91.57,0.0,0.0,0,0,63.25,0,63.25,0.0,63.25,0.0,0.0,0,0
2004-02,579484.0,579484.0,563865.0,563865.0,541059.0,1169.0,22806.0,265803.0,275256.0,0.0,0.0,0.0,0.0,0.0,0.0,117.66,117.66,117.23,117.23,118.41,68.17,89.23,109.65,126.86,0.0,0.0,0.0,0.0,0.0,0.0,59.9,59.9,60.21,60.21,60.29,-0.0,0.07,42.76,57.8,60.53,60.09,0.0,0.0,0.0,0.0,0.0,0.0,1224.0,0,1224.0,0.0,1124.0,100.0,0.0,0,0,91.12,0,91.12,0.0,90.62,96.7,0.0,0,0,63.72,0,63.72,0.0,63.23,68.88,0.0,0,0
2004-03,667477.0,667477.0,649503.0,649503.0,623164.0,1111.0,26339.0,304421.0,318743.0,0.0,0.0,0.0,0.0,0.0,0.0,118.12,118.12,117.7,117.7,118.9,68.27,89.2,110.37,127.06,0.0,0.0,0.0,0.0,0.0,0.0,58.2,58.2,58.47,58.47,58.54,-0.0,0.07,41.81,56.12,58.73,58.38,0.0,0.0,0.0,0.0,0.0,0.0,1370.0,0,1370.0,0.0,1041.0,329.0,0.0,0,0,93.26,0,93.26,0.0,92.39,96.02,0.0,0,0,64.92,0,64.92,0.0,64.27,66.89,0.0,0,0
2004-04,620923.0,620923.0,604698.0,604698.0,579878.0,1032.0,24820.0,283245.0,296633.0,0.0,0.0,0.0,0.0,0.0,0.0,118.26,118.26,117.9,117.9,119.11,68.92,89.77,110.57,127.26,0.0,0.0,0.0,0.0,0.0,0.0,57.05,57.04,57.34,57.33,57.41,-0.0,0.07,40.43,55.07,57.64,57.21,0.0,0.0,0.0,0.0,0.0,0.0,1599.0,0,1599.0,0.0,1206.0,393.0,0.0,0,0,93.28,0,93.28,0.0,92.32,96.22,0.0,0,0,64.07,0,64.07,0.0,63.49,65.77,0.0,0,0
2004-05,616122.0,616122.0,600014.0,600014.0,568693.0,1284.0,31321.0,308486.0,260207.0,0.0,0.0,0.0,0.0,0.0,0.0,116.46,116.47,116.02,116.02,117.5,68.83,89.15,109.59,126.89,0.0,0.0,0.0,0.0,0.0,0.0,56.05,56.05,56.35,56.35,56.46,-0.0,0.11,39.45,53.68,56.4,56.52,0.0,0.0,0.0,0.0,0.0,0.0,1406.0,0,1406.0,0.0,1013.0,393.0,0.0,0,0,93.29,0,93.29,0.0,92.17,96.18,0.0,0,0,61.54,0,61.54,0.0,60.99,62.9,0.0,0,0
2004-06,591885.0,591885.0,575807.0,575807.0,536509.0,1629.0,39298.0,321921.0,214588.0,0.0,0.0,0.0,0.0,0.0,0.0,114.54,114.53,114.22,114.22,116.05,74.66,89.18,108.93,126.74,0.0,0.0,0.0,0.0,0.0,0.0,59.6,59.6,59.93,59.94,60.13,0.0,0.2,43.16,56.4,59.72,60.67,0.0,0.0,0.0,0.0,0.0,0.0,1411.0,0,1411.0,0.0,1241.0,170.0,0.0,0,0,91.4,0,91.4,0.0,90.82,95.58,0.0,0,0,63.13,0,63.13,0.0,63.0,64.04,0.0,0,0
