ip,port,err,checkurl,g_idx
186.226.172.165,57783,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,28
186.226.172.165,57783,"status=403, or ip not show in checkurl",https://whatismyipaddress.com/zh-cn/index,28
188.166.125.206,36956,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,29
188.166.125.206,36956,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,29
188.166.125.206,36956,asyncio.exceptions.TimeoutError,https://www.myip.com/,29
188.166.125.206,36956,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,29
188.166.125.206,36956,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,29
188.166.125.206,36956,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,29
188.166.125.206,36956,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,29
194.32.146.146,8118,"503, message='Too many open connections', url=URL('http://194.32.146.146:8118')",https://www.rus.net.tw/myip.php,30
194.32.146.146,8118,"503, message='Too many open connections', url=URL('http://194.32.146.146:8118')",https://www.whatismyip.com.tw/tw/,30
194.32.146.146,8118,"503, message='Too many open connections', url=URL('http://194.32.146.146:8118')",https://www.whatismyip.com/,30
194.32.146.146,8118,"503, message='Too many open connections', url=URL('http://194.32.146.146:8118')",https://whatismyipaddress.com/zh-cn/index,30
194.32.146.146,8118,"503, message='Too many open connections', url=URL('http://194.32.146.146:8118')",https://httpbin.org/ip,30
194.32.146.146,8118,"503, message='Too many open connections', url=URL('http://194.32.146.146:8118')",https://www.myip.com/,30
194.32.146.146,8118,"status=503, or ip not show in checkurl",http://210.240.175.62/NTIIS/IP_test.asp,30
197.248.184.157,53281,asyncio.exceptions.TimeoutError,https://www.myip.com/,31
197.248.184.157,53281,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,31
197.248.184.157,53281,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,31
197.248.184.157,53281,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,31
197.248.184.157,53281,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,31
197.248.184.157,53281,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,31
197.248.184.157,53281,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,31
20.151.27.156,3128,Server disconnected,https://www.whatismyip.com.tw/tw/,32
20.151.27.156,3128,"status=200, or ip not show in checkurl",http://210.240.175.62/NTIIS/IP_test.asp,32
20.151.27.156,3128,"status=200, or ip not show in checkurl",https://www.whatismyip.com/,32
20.151.27.156,3128,"status=200, or ip not show in checkurl",https://www.rus.net.tw/myip.php,32
20.151.27.156,3128,"status=200, or ip not show in checkurl",https://www.myip.com/,32
20.151.27.156,3128,"status=200, or ip not show in checkurl",https://whatismyipaddress.com/zh-cn/index,32
20.151.27.156,3128,"status=200, or ip not show in checkurl",https://httpbin.org/ip,32
20.195.17.90,3128,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,33
20.195.17.90,3128,asyncio.exceptions.TimeoutError,https://www.myip.com/,33
20.195.17.90,3128,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,33
20.195.17.90,3128,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,33
20.195.17.90,3128,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,33
20.195.17.90,3128,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,33
20.195.17.90,3128,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,33
200.98.73.208,3128,Server disconnected,https://www.whatismyip.com.tw/tw/,34
200.98.73.208,3128,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,34
